path,filename,class_name,label_index,width,height,aspect_ratio,bytes,sha256
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard125.jpg,cardboard125.jpg,cardboard,0,512,384,1.3333,19339,5ec499f5f409e2ef67239f34b4cb719cbd4b693d7a4d41c95a17fdd4198087cb
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard126.jpg,cardboard126.jpg,cardboard,0,512,384,1.3333,21567,0417170e5e24a3210f42957a6b7c058c5985b2e01c11a76384cf4ede41fc6580
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard127.jpg,cardboard127.jpg,cardboard,0,512,384,1.3333,20678,5090e856d0fe490c802ce604fd5d186a4ead5e5b9b4b325ac728850189ac8b36
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard128.jpg,cardboard128.jpg,cardboard,0,512,384,1.3333,13559,575037d1fc88de2351aad0fd7ea2d210cf153828da7f6f025f44e3b51e678287
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard129.jpg,cardboard129.jpg,cardboard,0,512,384,1.3333,16033,c2ae83dc97726813ee11aba8f734474448bafaa3816afb15ebffde35de7980f7
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard13.jpg,cardboard13.jpg,cardboard,0,512,384,1.3333,32896,e006fa15195442ce465a792c52f129b123da255ee3ce2ecf68ad688e531be659
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard130.jpg,cardboard130.jpg,cardboard,0,512,384,1.3333,16636,c03d6ce3de22e4139e2429950d3c993f6924acbe505801e38ba88e34a6b769dd
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard131.jpg,cardboard131.jpg,cardboard,0,512,384,1.3333,13743,24c750b1dc48feec1847b04bd82abab80b66082365cebc9f61960f189f349605
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard132.jpg,cardboard132.jpg,cardboard,0,512,384,1.3333,10534,06fdb00605265afacb58e4a5d28ee093f209acb79b9703354cbcbc4a17059e91
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard133.jpg,cardboard133.jpg,cardboard,0,512,384,1.3333,8940,2eb0bb8ef2c6da8e6d82698f32a6c3efcd6fc4a1509e31d37f5d60445ecc45d7
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard134.jpg,cardboard134.jpg,cardboard,0,512,384,1.3333,9825,9720c0ba08fcdf017ceb7b92191f3f6ba6cd05c8cc27b79accc183dfcd8f686d
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard135.jpg,cardboard135.jpg,cardboard,0,512,384,1.3333,20111,3e3a0532e27cab09824cc8de8dbc113e9597367ef0768c765bdad44f4e7869f1
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard136.jpg,cardboard136.jpg,cardboard,0,512,384,1.3333,7797,8bc75c6725f0e9588ba990ed5e5f1bca9da5259eb8e31be0d11ba35afb18412e
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard137.jpg,cardboard137.jpg,cardboard,0,512,384,1.3333,7724,4d89fcb735ea15edca28d80bd5a288c97a2f169eed7ee8d3dfde62d7b22890bc
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard138.jpg,cardboard138.jpg,cardboard,0,512,384,1.3333,17856,7d70edc60cfb2c34a6c9d636200d39f61b0c5d7ed4a69b30b1f99cc4dfda1984
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard139.jpg,cardboard139.jpg,cardboard,0,512,384,1.3333,22215,5d9a890325e8be067316639d0a107166c5fa5025a693271941bfe282cc350598
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard14.jpg,cardboard14.jpg,cardboard,0,512,384,1.3333,14657,5cfa131c4b8ea1b8308b279b7f88027cb18d63ab24b36127f216008f9354c953
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard140.jpg,cardboard140.jpg,cardboard,0,512,384,1.3333,17270,5c07ab0e59bbf265410c979526ab9b388b28a5fd5fe93fa7d713ed96954ba7f4
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard141.jpg,cardboard141.jpg,cardboard,0,512,384,1.3333,24876,86fffdf4a0ef8b31d297adaaf32ab1e681a5104365b857411aacf8e053050b88
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard142.jpg,cardboard142.jpg,cardboard,0,512,384,1.3333,11308,4cb2df483ca108f9625290f9f10b6aa5eefbf3bc9fb11e9f75804c14d2fe17be
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard143.jpg,cardboard143.jpg,cardboard,0,512,384,1.3333,16037,4d01e5d817c5f6b4e97cadb176366b66295e632cf2226f7971f2e557424cc77d
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard144.jpg,cardboard144.jpg,cardboard,0,512,384,1.3333,13601,10ceb0bffebd2fa284a0bd4000dfb9a0ee68af5412279cedcb414300be18161a
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard145.jpg,cardboard145.jpg,cardboard,0,512,384,1.3333,12305,e57e3b344b171c2ff32e3b50985cdfa163f01d81265d11c97ca7c96b8f3a612a
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard146.jpg,cardboard146.jpg,cardboard,0,512,384,1.3333,16229,713e15013b9c91af101f879a8f92b4d24efb4f90820907768211d6d5d920bc3a
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard147.jpg,cardboard147.jpg,cardboard,0,512,384,1.3333,16266,3fb80051a8aa0e7682187c6f9f806154eee6862d7cd1c596cf70c226ff7c03b7
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard148.jpg,cardboard148.jpg,cardboard,0,512,384,1.3333,20117,6df32df3445f1fd3a9d2163bce9cd36982d755abe5c635ed5548a82812e85631
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard149.jpg,cardboard149.jpg,cardboard,0,512,384,1.3333,14320,8bdd9137310a29365d06b152fc545355154bd24b457fea0398e41bd045b1ebf7
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard15.jpg,cardboard15.jpg,cardboard,0,512,384,1.3333,11967,2e3bc470e7c2d4838739df371a850a1abadcdaa3c1d98c9f06a6c9416502910d
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard150.jpg,cardboard150.jpg,cardboard,0,512,384,1.3333,11101,6a3464c6a63d939cf7dfbde1b97305cbfb47dfbfb2982676dcb5896a5c137687
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard151.jpg,cardboard151.jpg,cardboard,0,512,384,1.3333,10026,5aa74001d4af60fe4970c591f247b628d481cf7c3444b0ffd1d1585b1a6e5dc5
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard152.jpg,cardboard152.jpg,cardboard,0,512,384,1.3333,9394,b740093eb803b7cb8cfb25cf27d1f30bfa9d38fb67794a20b76e5bf7a1f0b32e
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard153.jpg,cardboard153.jpg,cardboard,0,512,384,1.3333,17492,6e4b49547daf86f258ebc12aa2bbdd574e2d77837cfa36dbca0cfa2891520f14
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard154.jpg,cardboard154.jpg,cardboard,0,512,384,1.3333,14856,dbfe72d71c02bb7b8656a52eaa5da5a722cca50b4c6155bff1027c45c9906a1d
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard155.jpg,cardboard155.jpg,cardboard,0,512,384,1.3333,16767,60d831303691885a30cee326a4a313221bd4c53c3747d6c560cc45fec749feb6
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard156.jpg,cardboard156.jpg,cardboard,0,512,384,1.3333,14682,7b5daf5075ffb94cc6f4e408e780ba39c65c62c4741102d793a098d745fe41c4
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard157.jpg,cardboard157.jpg,cardboard,0,512,384,1.3333,18160,9a6bbee24d5b0385868e0939833e6b9bda7792a169d0cf3cadb66a6fee9429c7
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard158.jpg,cardboard158.jpg,cardboard,0,512,384,1.3333,18936,1696ceb0931601a838034f60f36e90b802e78dc87146b0cca102afe9cc55c4f7
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard159.jpg,cardboard159.jpg,cardboard,0,512,384,1.3333,16325,087c11b5a5003eaabded9748b1ee459baaed56492c02cd1bcdf17587aac01233
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard16.jpg,cardboard16.jpg,cardboard,0,512,384,1.3333,12745,c9a105d6d78b97099ba3eb73cc839756360930b718b1d538474f64bc67d2f164
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard160.jpg,cardboard160.jpg,cardboard,0,512,384,1.3333,16182,14d11e57928a1db1778bc6731d4fab8746cef8224fb13f95ced869e614c8f1e3
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard161.jpg,cardboard161.jpg,cardboard,0,512,384,1.3333,25441,5d2e969d3a067cf79834da828870e513a0e99428c6de513f14586c5d47a297de
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard162.jpg,cardboard162.jpg,cardboard,0,512,384,1.3333,26770,d89184da82f070e7b41f440bf1998dcd79cf20f27de0fd5f48f92d89d71de15d
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard163.jpg,cardboard163.jpg,cardboard,0,512,384,1.3333,19719,458ac3217efd4424d16c41de6cbc367124594a43c8c8d988f733b007c31a4455
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard164.jpg,cardboard164.jpg,cardboard,0,512,384,1.3333,14405,446a1f224747b2056f5fe0bf50903519608e559fd1ce7ecad8aaf3ad7077bd97
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard165.jpg,cardboard165.jpg,cardboard,0,512,384,1.3333,20387,2e89f7e3c69e7520d2897fb65ae91e05969fa3e51b16f1eab01d1277edaa6a7d
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard166.jpg,cardboard166.jpg,cardboard,0,512,384,1.3333,27876,1a6498eb76db159d786146ea850b90b628d4dce34144e856863f804194ee6347
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard167.jpg,cardboard167.jpg,cardboard,0,512,384,1.3333,19498,aeef14b55de1b144084e8c760d2353476589ab96310af05ab3efc395eabf2fb4
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard168.jpg,cardboard168.jpg,cardboard,0,512,384,1.3333,15681,c5adf70b3390c88d5799a29251d4d6ded545f8e9b2b27a11bf5defac377491d9
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard169.jpg,cardboard169.jpg,cardboard,0,512,384,1.3333,12535,a6b0a3670259dd8027b06e87ae292e8eca1c87634d785e8949a42c7d19709f04
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard17.jpg,cardboard17.jpg,cardboard,0,512,384,1.3333,28358,39385c062633523815827cdf6687d430bd880a937d7ca2ffc08ef11dd6bcdc35
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard170.jpg,cardboard170.jpg,cardboard,0,512,384,1.3333,8912,9923220494b8e731421962ea59dd0eb4ff4ba9e0339c85c2fa4c91e61f2634fc
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard171.jpg,cardboard171.jpg,cardboard,0,512,384,1.3333,8496,770e0a53378932f757ebdc1422b58f53b243f303a56edda8dec68884e375881e
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard172.jpg,cardboard172.jpg,cardboard,0,512,384,1.3333,11712,dc136340244a6e65adf8371c06bf0d9d7adcb086ead81d4b072aceba22d80db0
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard173.jpg,cardboard173.jpg,cardboard,0,512,384,1.3333,9813,d886f1cb47cd1c4e22bbd89c058932961e1e872be7540f2e7cca1a5f2fb289b8
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard174.jpg,cardboard174.jpg,cardboard,0,512,384,1.3333,16195,c00c0deac6ea17c761be9345f20b4d96f4c6c6c3818d55ce94af252aa4bc611e
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard175.jpg,cardboard175.jpg,cardboard,0,512,384,1.3333,23224,d4af0e938445156556763cb843543edde80b739fbdececcca278c48dd9368d8b
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard176.jpg,cardboard176.jpg,cardboard,0,512,384,1.3333,29480,9731e15505d08076b916b3ee126d4f834d151e0a258cc6f2113600a07aec2f8c
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard177.jpg,cardboard177.jpg,cardboard,0,512,384,1.3333,21759,8aa23475abf49b4b68b3f3b1c9d6baeabe834d4e90b37a63cecbecaf07776c36
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard178.jpg,cardboard178.jpg,cardboard,0,512,384,1.3333,18945,f903e09cdf3ea30285b007f53147a7b891f2277781a74bccc35b36568c892ee5
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard179.jpg,cardboard179.jpg,cardboard,0,512,384,1.3333,20433,be36636033d78b61ddbbbdecccfcb0537380e04eb84121289268018fb0827b9c
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard18.jpg,cardboard18.jpg,cardboard,0,512,384,1.3333,22493,c4e683190b4d8634e9c7030e178eef58b07d09ad68c1ecbd9eb55dad02364360
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard180.jpg,cardboard180.jpg,cardboard,0,512,384,1.3333,13946,d0d33e05ddf5a1464af7d3ceed2d30dc161bdd7ac140402020091087c4e6f6d9
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard181.jpg,cardboard181.jpg,cardboard,0,512,384,1.3333,17021,4dead5453ee522cd3bf8dcdb0d1808cddb659dfdd00ec9014b5055f0fec088f0
