image,object,class,original_rel_area,roi_rel_area,gain,original_bucket,roi_bucket,detected_full_frame,detected_guided_roi
batch_11_000028.jpg,3,bag_wrapper,0.0228484,0.12512323,5.5,small,medium,True,False
batch_11_000028.jpg,4,bag_wrapper,0.00371826,0.07810716,21.0,tiny,medium,False,False
batch_11_000028.jpg,5,bag_wrapper,0.0133872,0.12767999,9.5,small,medium,False,True
batch_11_000028.jpg,6,bag_wrapper,0.01261217,0.13049399,10.3,small,medium,False,False
batch_11_000028.jpg,7,bottle,0.03597814,0.13429029,3.7,small,medium,False,False
batch_11_000036.jpg,0,bottle,0.6622376,0.88298347,1.3,large,large,True,False
batch_11_000048.jpg,0,can,0.0597766,0.09708059,1.6,medium,medium,False,False
batch_11_000052.jpg,0,cup,0.0542551,0.14074219,2.6,medium,medium,False,False
batch_11_000060.jpg,0,bag_wrapper,0.1274614,0.16994854,1.3,medium,medium,True,False
batch_11_000064.jpg,0,bag_wrapper,0.22653642,0.30204856,1.3,large,large,True,True
batch_11_000065.jpg,0,bag_wrapper,0.01036942,0.10496578,10.1,small,medium,False,True
batch_11_000074.jpg,0,bag_wrapper,0.16749673,0.22332897,1.3,medium,large,False,False
batch_11_000074.jpg,1,bag_wrapper,0.00914896,0.15847118,17.3,tiny,medium,False,False
batch_11_000074.jpg,2,bag_wrapper,0.00682859,0.13074571,19.1,tiny,medium,False,False
batch_11_000074.jpg,3,bag_wrapper,0.00158095,0.12354533,78.1,tiny,medium,False,False
batch_11_000074.jpg,4,bag_wrapper,0.00050292,0.12220973,243.0,tiny,medium,False,False
batch_11_000074.jpg,5,bag_wrapper,0.00295083,0.1427707,48.4,tiny,medium,False,False
batch_11_000087.jpg,0,bag_wrapper,0.090247,0.12032933,1.3,medium,medium,True,False
batch_11_000091.jpg,0,cigarette,0.00217466,0.08486277,39.0,tiny,medium,False,False
batch_11_000094.jpg,0,bottle,0.20905796,0.3716586,1.8,large,large,False,False
batch_12_000006.jpg,0,bottle_cap,0.03333211,0.14480369,4.3,small,medium,False,False
batch_12_000014.jpg,0,bottle_cap,0.07611319,0.1519149,2.0,medium,medium,True,False
batch_12_000020.jpg,0,cigarette,0.00030745,0.05245819,170.6,tiny,medium,False,False
batch_12_000020.jpg,1,cup,0.01042735,0.15069201,14.5,small,medium,False,False
batch_12_000020.jpg,2,cigarette,0.00036591,0.06346974,173.5,tiny,medium,False,False
batch_12_000023.jpg,0,can,0.03517837,0.10106338,2.9,small,medium,False,True
batch_12_000030.jpg,0,bag_wrapper,0.00925838,0.10716669,11.6,tiny,medium,False,False
batch_12_000030.jpg,1,bag_wrapper,0.00205614,0.13185785,64.1,tiny,medium,False,False
batch_12_000030.jpg,2,bag_wrapper,0.00060784,0.07465053,122.8,tiny,medium,False,False
batch_12_000030.jpg,3,bag_wrapper,0.0002893,0.09151604,316.3,tiny,medium,False,False
batch_12_000043.jpg,0,can,0.00441877,0.12795249,29.0,tiny,medium,True,False
batch_12_000043.jpg,1,can,0.00235185,0.1430123,60.8,tiny,medium,False,False
batch_12_000043.jpg,2,can,0.0016827,0.1435904,85.3,tiny,medium,False,True
batch_12_000043.jpg,3,bag_wrapper,0.00202895,0.14409465,71.0,tiny,medium,False,False
batch_12_000043.jpg,4,bag_wrapper,0.00606297,0.08628326,14.2,tiny,medium,False,False
batch_12_000043.jpg,5,carton,0.00049626,0.08099499,163.2,tiny,medium,False,False
batch_12_000043.jpg,6,bottle,0.00492392,0.14760717,30.0,tiny,medium,False,False
batch_12_000043.jpg,7,bottle_cap,0.00012759,0.03300342,258.7,tiny,small,False,False
batch_12_000049.jpg,0,cup,0.0173373,0.12255334,7.1,small,medium,False,False
batch_12_000050.jpg,0,cigarette,0.00024389,0.0573982,235.3,tiny,medium,False,False
batch_12_000050.jpg,1,cigarette,7.24e-05,0.01703934,235.3,tiny,small,False,False
batch_12_000050.jpg,2,cigarette,0.00045746,0.10766176,235.3,tiny,medium,False,False
batch_12_000050.jpg,3,cigarette,0.00018427,0.04336836,235.3,tiny,small,False,False
batch_12_000050.jpg,4,cigarette,0.00021263,0.05004112,235.3,tiny,medium,False,False
batch_12_000050.jpg,5,cigarette,0.00059006,0.10307573,174.7,tiny,medium,False,False
batch_12_000050.jpg,6,cigarette,7.487e-05,0.0176198,235.3,tiny,small,False,False
batch_12_000050.jpg,7,cigarette,0.0005291,0.12452113,235.3,tiny,medium,False,False
batch_12_000050.jpg,8,bottle_cap,0.00054163,0.12747088,235.3,tiny,medium,False,False
batch_12_000050.jpg,9,cigarette,0.00044281,0.10421387,235.3,tiny,medium,False,False
batch_12_000056.jpg,0,bag_wrapper,0.22115398,0.29487198,1.3,large,large,False,False
batch_12_000070.jpg,0,bag_wrapper,0.1792231,0.3184843,1.8,medium,large,False,False
batch_12_000081.jpg,0,bag_wrapper,0.42326208,0.56434944,1.3,large,large,False,False
batch_13_000014.jpg,0,cup,0.03538515,0.15515431,4.4,small,medium,False,False
batch_13_000014.jpg,1,bag_wrapper,0.0019397,0.1533679,79.1,tiny,medium,False,False
batch_13_000016.jpg,0,carton,0.09628235,0.12837647,1.3,medium,medium,False,False
batch_13_000016.jpg,1,straw,0.0005317,0.10407794,195.7,tiny,medium,False,False
batch_13_000016.jpg,2,straw,0.12568138,0.16757518,1.3,medium,medium,False,False
batch_13_000020.jpg,0,straw,0.02674062,0.04751881,1.8,small,small,False,False
batch_13_000020.jpg,1,bag_wrapper,0.00332255,0.13484731,40.6,tiny,medium,False,False
batch_13_000020.jpg,2,bag_wrapper,0.00061717,0.12256589,198.6,tiny,medium,False,False
batch_13_000021.jpg,0,straw,0.05431641,0.09652173,1.8,medium,medium,False,False
batch_13_000022.jpg,0,straw,0.03534398,0.08816838,2.5,small,medium,False,False
batch_13_000022.jpg,1,straw,0.0238924,0.09909508,4.1,small,medium,False,False
batch_13_000022.jpg,2,straw,0.0003511,0.08466502,241.1,tiny,medium,False,False
batch_13_000022.jpg,3,cup,0.04869596,0.1093179,2.2,small,medium,False,False
batch_13_000022.jpg,4,bag_wrapper,0.37471682,0.49962243,1.3,large,large,False,False
batch_13_000027.jpg,0,can,0.22569758,0.30093011,1.3,large,large,False,False
batch_13_000050.jpg,0,cigarette,0.01740431,0.11171345,6.4,small,medium,False,False
batch_13_000065.jpg,0,bag_wrapper,0.61749785,0.805769,1.3,large,large,False,False
batch_13_000077.jpg,0,bottle_cap,0.06938047,0.15659821,2.3,medium,medium,True,False
batch_13_000078.jpg,0,carton,0.41289939,0.55053252,1.3,large,large,False,False
batch_13_000078.jpg,1,bag_wrapper,0.29034363,0.38712484,1.3,large,large,False,False
batch_13_000080.jpg,0,bag_wrapper,0.58952682,0.78603576,1.3,large,large,False,False
batch_14_000000.jpg,0,bag_wrapper,0.26505779,0.35341039,1.3,large,large,False,False
batch_14_000022.jpg,0,bag_wrapper,0.14796506,0.14796506,1.0,medium,medium,False,False
batch_14_000022.jpg,1,cup,0.01531812,0.14902995,9.7,small,medium,False,False
batch_14_000025.jpg,0,bottle,0.06171872,0.08229162,1.3,medium,medium,False,True
batch_14_000025.jpg,1,bottle_cap,0.0019887,0.0723006,36.4,tiny,medium,True,False
batch_14_000029.jpg,0,bottle_cap,0.01498641,0.15579127,10.4,small,medium,True,False
batch_14_000035.jpg,0,bag_wrapper,0.04723593,0.07428144,1.6,small,medium,True,False
batch_14_000039.jpg,0,bottle,0.11107736,0.14893926,1.3,medium,medium,False,False
batch_14_000040.jpg,0,bottle_cap,0.00803204,0.15378794,19.1,tiny,medium,True,False
batch_14_000048.jpg,0,bottle,0.53525146,0.869444,1.6,large,large,False,False
batch_14_000048.jpg,1,bag_wrapper,0.17020841,0.30235334,1.8,medium,large,False,False
batch_14_000057.jpg,0,bag_wrapper,0.1023087,0.1364116,1.3,medium,medium,False,False
batch_14_000064.jpg,0,bag_wrapper,0.12648717,0.16864956,1.3,medium,medium,True,False
batch_14_000065.jpg,0,bag_wrapper,0.05493626,0.11269223,2.1,medium,medium,False,True
batch_14_000086.jpg,0,bag_wrapper,0.0147098,0.12601673,8.6,small,medium,False,False
batch_15_000000.jpg,0,cup,0.0045235,0.13786577,30.5,tiny,medium,False,True
batch_15_000000.jpg,1,cup,0.00482816,0.12082961,25.0,tiny,medium,False,True
batch_15_000000.jpg,2,can,0.00588349,0.08568304,14.6,tiny,medium,True,False
batch_15_000000.jpg,3,can,0.00227267,0.15305241,67.3,tiny,medium,True,False
batch_15_000000.jpg,4,can,0.00138845,0.09263206,66.7,tiny,medium,False,False
batch_15_000000.jpg,5,can,0.00087611,0.14438532,164.8,tiny,medium,False,False
batch_15_000002.jpg,0,cup,0.01003214,0.100907,10.1,small,medium,False,False
batch_15_000002.jpg,1,straw,0.00027309,0.0432402,158.3,tiny,small,False,False
batch_15_000023.jpg,0,straw,0.07395358,0.11344735,1.5,medium,medium,False,False
batch_15_000025.jpg,0,cigarette,0.00017357,0.01088153,62.7,tiny,small,False,False
batch_15_000025.jpg,1,cigarette,0.00014624,0.00916811,62.7,tiny,tiny,False,False
batch_15_000025.jpg,2,cigarette,0.00011443,0.00717407,62.7,tiny,tiny,False,False
batch_15_000025.jpg,3,cigarette,0.00023175,0.0145292,62.7,tiny,small,False,False
batch_15_000031.jpg,0,cigarette,0.00055632,0.0763825,137.3,tiny,medium,False,False
batch_15_000031.jpg,1,bag_wrapper,0.02366859,0.12623246,5.3,small,medium,False,False
batch_15_000039.jpg,0,bag_wrapper,0.0096483,0.15722472,16.3,tiny,medium,False,False
batch_15_000056.jpg,0,bottle,0.09239008,0.12318677,1.3,medium,medium,False,True
batch_15_000056.jpg,1,bag_wrapper,0.03267281,0.15003067,4.6,small,medium,False,False
batch_15_000056.jpg,2,bag_wrapper,0.0138229,0.06666642,4.8,small,medium,False,True
batch_15_000057.jpg,0,bottle,0.11960132,0.15946843,1.3,medium,medium,False,True
batch_15_000057.jpg,1,bottle_cap,0.00316963,0.12106365,38.2,tiny,medium,False,False
batch_15_000068.jpg,0,bottle_cap,0.01565561,0.15104935,9.6,small,medium,True,False
batch_15_000073.jpg,0,cup,0.02908249,0.15530882,5.3,small,medium,True,False
batch_15_000073.jpg,1,bag_wrapper,0.10233941,0.14119203,1.4,medium,medium,False,False
batch_15_000073.jpg,2,bag_wrapper,0.03368131,0.1368185,4.1,small,medium,False,False
batch_15_000078.jpg,0,can,0.05770761,0.11672943,2.0,medium,medium,True,False
batch_15_000078.jpg,1,straw,0.00558458,0.06430759,11.5,tiny,medium,False,False
batch_15_000078.jpg,2,bottle,0.02293549,0.12212299,5.3,small,medium,False,False
batch_15_000078.jpg,3,bag_wrapper,0.07789972,0.13623391,1.7,medium,medium,False,False
batch_15_000078.jpg,4,bag_wrapper,0.04101422,0.15651609,3.8,small,medium,False,False
batch_15_000078.jpg,5,bag_wrapper,0.02106445,0.07778329,3.7,small,medium,False,False
batch_1_000010.jpg,0,bottle,0.059378,0.11967994,2.0,medium,medium,False,True
batch_1_000010.jpg,1,bottle_cap,0.00071253,0.04472193,62.8,tiny,small,True,False
batch_1_000012.jpg,0,bottle,0.04291426,0.11971807,2.8,small,medium,False,True
batch_1_000012.jpg,1,bag_wrapper,0.00030546,0.01917244,62.8,tiny,small,False,False
batch_1_000016.jpg,0,bottle,0.03264706,0.08814798,2.7,small,medium,False,False
batch_1_000019.jpg,0,bottle,0.08101677,0.12934431,1.6,medium,medium,False,False
batch_1_000019.jpg,1,bottle,0.02534978,0.06410052,2.5,small,medium,False,False
batch_1_000019.jpg,2,bottle_cap,0.00035912,0.02254017,62.8,tiny,small,False,False
batch_1_000019.jpg,3,can,0.04385246,0.13484932,3.1,small,medium,True,False
batch_1_000060.jpg,0,can,0.18725764,0.24963625,1.3,medium,large,False,False
batch_1_000069.JPG,0,can,0.01811339,0.13762274,7.6,small,medium,False,True
batch_1_000083.JPG,0,cup,0.03115988,0.1565767,5.0,small,medium,False,False
batch_1_000096.JPG,0,bag_wrapper,0.17164197,0.22885596,1.3,medium,large,True,False
batch_1_000110.JPG,0,bag_wrapper,0.00774741,0.11600534,15.0,tiny,medium,True,False
batch_1_000110.JPG,1,can,0.00348421,0.07733269,22.2,tiny,medium,False,False
batch_1_000111.JPG,0,can,0.00952058,0.13910693,14.6,tiny,medium,True,True
batch_1_000111.JPG,1,can,0.00657641,0.10662914,16.2,tiny,medium,True,True
batch_2_000000.JPG,0,bottle,0.0521054,0.08780676,1.7,medium,medium,True,True
batch_2_000000.JPG,1,bottle_cap,0.00102499,0.08227825,80.3,tiny,medium,True,False
batch_2_000009.JPG,0,cup,0.10044633,0.13392843,1.3,medium,medium,False,False
batch_2_000009.JPG,1,cup,0.03837179,0.14363927,3.7,small,medium,False,False
batch_2_000009.JPG,2,straw,0.03312667,0.04416889,1.3,small,small,False,False
batch_2_000016.JPG,0,bag_wrapper,0.0281765,0.15778889,5.6,small,medium,True,True
batch_2_000029.JPG,0,can,0.01137586,0.10739154,9.4,small,medium,False,False
batch_2_000029.JPG,1,can,0.00872809,0.11104072,12.7,tiny,medium,True,False
batch_2_000035.JPG,0,can,0.05710926,0.12869671,2.3,medium,medium,True,True
batch_2_000035.JPG,1,can,0.07407405,0.11562466,1.6,medium,medium,False,False
batch_2_000035.JPG,2,bag_wrapper,0.04747298,0.13568616,2.9,small,medium,False,False
batch_2_000035.JPG,3,bag_wrapper,0.02609273,0.09774129,3.7,small,medium,False,False
batch_2_000035.JPG,4,carton,0.01858666,0.12162935,6.5,small,medium,False,False
batch_2_000037.JPG,0,bottle,0.00608744,0.07600044,12.5,tiny,medium,False,False
batch_2_000038.JPG,0,cup,0.00527039,0.13452545,25.5,tiny,medium,True,False
batch_2_000038.JPG,1,cigarette,0.00010814,0.01722044,159.2,tiny,small,False,False
batch_2_000038.JPG,2,cigarette,9.812e-05,0.01562434,159.2,tiny,small,False,False
batch_2_000039.JPG,0,can,0.00556174,0.14690857,26.4,tiny,medium,False,True
batch_2_000042.JPG,0,can,0.01384082,0.11999988,8.7,small,medium,True,True
batch_2_000042.JPG,1,cigarette,0.00012665,0.02016897,159.2,tiny,small,False,False
batch_2_000050.JPG,0,cup,0.0085189,0.11465688,13.5,tiny,medium,False,False
batch_2_000050.JPG,1,straw,0.00139818,0.04652997,33.3,tiny,small,False,False
batch_2_000050.JPG,2,cigarette,0.00039948,0.06361585,159.2,tiny,medium,False,False
batch_2_000050.JPG,3,cigarette,0.00019824,0.03156938,159.2,tiny,small,False,False
batch_2_000050.JPG,4,cigarette,0.00043453,0.06919662,159.2,tiny,medium,False,False
batch_2_000050.JPG,5,cigarette,6.658e-05,0.01060262,159.2,tiny,small,False,False
batch_2_000051.JPG,0,bottle,0.00130322,0.12212727,93.7,tiny,medium,False,False
batch_2_000051.JPG,1,bottle_cap,7.196e-05,0.01145989,159.2,tiny,small,False,False
batch_2_000057.JPG,0,bag_wrapper,0.00299513,0.10279768,34.3,tiny,medium,False,False
batch_2_000075.JPG,0,can,0.00829724,0.12860156,15.5,tiny,medium,False,True
batch_2_000075.JPG,1,cigarette,0.00038797,0.0617827,159.2,tiny,medium,False,False
batch_2_000075.JPG,2,cigarette,8.811e-05,0.01403084,159.2,tiny,small,False,False
batch_2_000075.JPG,3,cigarette,0.00036445,0.05803664,159.2,tiny,medium,False,False
batch_2_000075.JPG,4,cigarette,0.00014468,0.02303982,159.2,tiny,small,False,False
batch_2_000075.JPG,5,cigarette,4.555e-05,0.00725416,159.2,tiny,tiny,False,False
batch_2_000079.JPG,0,carton,0.00903895,0.13224841,14.6,tiny,medium,False,False
batch_2_000079.JPG,1,bottle,0.00500611,0.15936251,31.8,tiny,medium,False,True
batch_2_000079.JPG,2,cigarette,7.709e-05,0.01227653,159.2,tiny,small,False,False
batch_2_000079.JPG,3,cigarette,0.00031938,0.0508599,159.2,tiny,medium,False,False
batch_2_000096.JPG,0,carton,0.01305498,0.1558946,11.9,small,medium,True,False
batch_2_000096.JPG,1,bag_wrapper,0.00177891,0.11907469,66.9,tiny,medium,False,False
batch_2_000097.JPG,0,carton,0.00981592,0.13578926,13.8,tiny,medium,False,False
batch_3_IMG_4859.JPG,0,bag_wrapper,0.06091943,0.15056984,2.5,medium,medium,True,True
batch_3_IMG_4859.JPG,1,bag_wrapper,0.08832532,0.12381123,1.4,medium,medium,True,False
batch_3_IMG_4862.JPG,0,carton,0.02500495,0.12685281,5.1,small,medium,False,False
batch_3_IMG_4862.JPG,1,bottle_cap,0.00086556,0.13362856,154.4,tiny,medium,False,False
batch_3_IMG_4862.JPG,2,cigarette,0.00030638,0.04878905,159.2,tiny,small,False,False
batch_3_IMG_4862.JPG,3,cigarette,0.00037445,0.05962884,159.2,tiny,medium,False,False
batch_3_IMG_4862.JPG,4,cigarette,0.00018773,0.02989444,159.2,tiny,small,False,False
batch_3_IMG_4862.JPG,5,cigarette,6.408e-05,0.01020424,159.2,tiny,small,False,False
batch_3_IMG_4862.JPG,6,cigarette,0.0001627,0.02590964,159.2,tiny,small,False,False
batch_3_IMG_4901.JPG,0,bag_wrapper,0.01269104,0.09921021,7.8,small,medium,False,False
batch_3_IMG_4901.JPG,1,carton,0.00049622,0.07902003,159.2,tiny,medium,False,False
batch_3_IMG_4919.JPG,0,can,0.00502692,0.07046435,14.0,tiny,medium,False,False
batch_3_IMG_4932.JPG,0,bottle,0.0041631,0.08381032,20.1,tiny,medium,True,True
batch_3_IMG_4932.JPG,1,cigarette,0.00020826,0.0331638,159.2,tiny,small,False,False
batch_3_IMG_4932.JPG,2,cigarette,0.00020325,0.03236704,159.2,tiny,small,False,False
batch_3_IMG_4932.JPG,3,cigarette,0.0001602,0.02551061,159.2,tiny,small,False,False
batch_3_IMG_4932.JPG,4,cigarette,0.00025232,0.04017999,159.2,tiny,small,False,False
batch_3_IMG_4941.JPG,0,bottle,0.00293911,0.08854476,30.1,tiny,medium,False,True
batch_3_IMG_4941.JPG,1,bottle,0.00095668,0.05659949,59.2,tiny,medium,False,False
batch_3_IMG_4941.JPG,2,bottle,0.00129682,0.06726111,51.9,tiny,medium,False,True
batch_3_IMG_4941.JPG,3,bag_wrapper,0.00247274,0.10022435,40.5,tiny,medium,False,False
batch_3_IMG_4941.JPG,4,bag_wrapper,0.00279014,0.14471329,51.9,tiny,medium,False,False
batch_3_IMG_4941.JPG,5,straw,0.00232035,0.06990383,30.1,tiny,medium,False,False
batch_3_IMG_4941.JPG,6,cigarette,6.607e-05,0.0105217,159.2,tiny,small,False,False
batch_3_IMG_4948.JPG,0,bottle,0.00633487,0.09666186,15.3,tiny,medium,False,True
batch_3_IMG_4948.JPG,1,bottle,0.00520762,0.08325258,16.0,tiny,medium,False,False
batch_3_IMG_4948.JPG,2,can,0.00337115,0.07567489,22.4,tiny,medium,True,False
batch_3_IMG_4948.JPG,3,bottle_cap,0.00011609,0.01398981,120.5,tiny,small,False,False
batch_3_IMG_4948.JPG,4,bottle_cap,0.00013908,0.01676058,120.5,tiny,small,False,False
batch_3_IMG_4948.JPG,5,bottle_cap,0.00019101,0.02301779,120.5,tiny,small,False,False
batch_3_IMG_4948.JPG,6,bottle_cap,0.00024808,0.02989563,120.5,tiny,small,False,False
batch_3_IMG_4948.JPG,7,bottle_cap,0.00011609,0.01398981,120.5,tiny,small,False,False
batch_3_IMG_4948.JPG,8,bag_wrapper,0.00067706,0.08159021,120.5,tiny,medium,False,False
batch_3_IMG_4948.JPG,9,cigarette,0.0001376,0.01658206,120.5,tiny,small,False,False
batch_3_IMG_4980.JPG,0,bag_wrapper,0.00556016,0.11264957,20.3,tiny,medium,True,True
batch_3_IMG_4980.JPG,1,cigarette,0.00018222,0.02901832,159.2,tiny,small,False,False
batch_3_IMG_4998.JPG,0,can,0.00632164,0.0751214,11.9,tiny,medium,False,True
batch_3_IMG_5002.JPG,0,carton,0.55425936,0.73901248,1.3,large,large,False,False
batch_3_IMG_5040.JPG,0,bag_wrapper,0.23489178,0.31318904,1.3,large,large,True,True
batch_3_IMG_5065.JPG,0,bag_wrapper,0.18554237,0.24738982,1.3,medium,large,False,False
batch_4_000008.JPG,0,straw,0.02826713,0.13839534,4.9,small,medium,False,False
batch_4_000043.JPG,0,straw,0.03269608,0.04359478,1.3,small,small,False,False
batch_4_000052.JPG,0,bag_wrapper,0.05330888,0.14068979,2.6,medium,medium,True,True
batch_4_000053.JPG,0,bag_wrapper,0.02612605,0.14436608,5.5,small,medium,False,False
batch_4_000063.JPG,0,bag_wrapper,0.00714816,0.04811732,6.7,tiny,small,False,False
batch_4_000076.JPG,0,bag_wrapper,0.01938112,0.12512394,6.5,small,medium,True,False
batch_4_000077.JPG,0,bag_wrapper,0.01803398,0.10261632,5.7,small,medium,True,False
batch_4_000082.JPG,0,cup,0.00650137,0.15179404,23.3,tiny,medium,True,False
batch_4_000082.JPG,1,cigarette,9.762e-05,0.01554602,159.2,tiny,small,False,False
batch_4_000088.JPG,0,bag_wrapper,0.00662638,0.07648765,11.5,tiny,medium,False,True
batch_4_000088.JPG,1,bag_wrapper,0.00481652,0.13296288,27.6,tiny,medium,False,False
batch_4_000093.JPG,0,bag_wrapper,0.01231145,0.14558848,11.8,small,medium,False,False
batch_4_000093.JPG,1,cigarette,0.00024029,0.03826488,159.2,tiny,small,False,False
batch_4_000097.JPG,0,bottle,0.00400031,0.07450282,18.6,tiny,medium,False,True
batch_4_000097.JPG,1,bag_wrapper,0.00496033,0.08962491,18.1,tiny,medium,False,True
batch_5_000004.JPG,0,bag_wrapper,0.03020323,0.12952381,4.3,small,medium,True,False
batch_5_000004.JPG,1,can,0.04071246,0.13197436,3.2,small,medium,False,True
batch_5_000005.JPG,0,cup,0.05846734,0.15929927,2.7,medium,medium,False,False
batch_5_000005.JPG,1,can,0.0106016,0.07323389,6.9,small,medium,False,True
batch_5_000005.JPG,2,bottle_cap,0.00077721,0.12212657,157.1,tiny,medium,False,False
batch_5_000005.JPG,3,bottle,0.02632419,0.13354548,5.1,small,medium,False,False
batch_5_000007.JPG,0,can,0.00909962,0.10541574,11.6,tiny,medium,False,False
