image_id,annotation_path,resolved_path,source,coco_width,coco_height,decoded_width,decoded_height,file_bytes,sha256,annotations,status
55,batch_1/000073.JPG,data/official_complete/TACO/data/batch_1/000073.JPG,zenodo_archive,2448,3264,2448,3264,1296246,731b3b1385888c730855f4345df43254a7eeca45d298ba3612a2af12792463df,1,ok
56,batch_1/000074.JPG,data/official_complete/TACO/data/batch_1/000074.JPG,zenodo_archive,2448,3264,2448,3264,1638478,7fd3f507c362ec77ab093d1fea6efce2200311ff4dba1872a631593c5b818a52,2,ok
57,batch_1/000076.JPG,data/official_complete/TACO/data/batch_1/000076.JPG,zenodo_archive,2448,3264,2448,3264,2033367,693c0edee7769e7d54c6d2399f1b9a707a2fe92d1875d6c56217c14cd9660522,7,ok
58,batch_1/000078.JPG,data/official_complete/TACO/data/batch_1/000078.JPG,zenodo_archive,2448,3264,2448,3264,671265,3397a7906fdeeca8f25c8eb69ec0309a7f39874afe1f694a461db5e29f5ed408,1,ok
59,batch_1/000079.JPG,data/official_complete/TACO/data/batch_1/000079.JPG,zenodo_archive,2448,3264,2448,3264,645909,82635ba290fb9619849b107bef9803e6d6d6a1190fe98c4c294fb34623d00b9e,1,ok
60,batch_1/000081.JPG,data/official_complete/TACO/data/batch_1/000081.JPG,zenodo_archive,2448,3264,2448,3264,1489309,b3d172d144e29e7d282287f467f1af4a4957562de9b43967f5d4863db8696702,3,ok
61,batch_1/000082.JPG,data/official_complete/TACO/data/batch_1/000082.JPG,zenodo_archive,2448,3264,2448,3264,1724777,9a2b16c3de5a1c1aeaac616f038ff7a4336508513be2b9c9c314c5d1282a009c,1,ok
62,batch_1/000083.JPG,data/official_complete/TACO/data/batch_1/000083.JPG,zenodo_archive,2448,3264,2448,3264,1912645,e15bdf43aca7d4427a2c727fdc5e7df31d0aeb6a3e66980326983dd2e46bc492,2,ok
63,batch_1/000084.JPG,data/official_complete/TACO/data/batch_1/000084.JPG,zenodo_archive,2448,3264,2448,3264,1624840,b4873621cce5b6f794b8cb204ae74a048ad6ce88b64dadf23249f03f6e38708d,4,ok
64,batch_1/000085.JPG,data/official_complete/TACO/data/batch_1/000085.JPG,zenodo_archive,2448,3264,2448,3264,1216753,b9afaf50e54e50ed1b881da6fb1072697e4c5212557d4c9540cd8986da52692e,9,ok
65,batch_1/000086.JPG,data/official_complete/TACO/data/batch_1/000086.JPG,zenodo_archive,2448,3264,2448,3264,819634,04fd9ebb3d3f7de6c5c9f4c6bf93b5d3270510d455040228c8991198662e98df,3,ok
66,batch_1/000087.JPG,data/official_complete/TACO/data/batch_1/000087.JPG,zenodo_archive,2448,3264,2448,3264,994281,7f4df70c4be8f454b6a275843322b939672eb15f34b7516b23d2444eb20299bf,2,ok
67,batch_1/000088.JPG,data/official_complete/TACO/data/batch_1/000088.JPG,zenodo_archive,2448,3264,2448,3264,472796,57d3848ad8cc9d518c6e1709c981b2a2cd34734635d84af3a4edb0904c1ab218,4,ok
68,batch_1/000090.JPG,data/official_complete/TACO/data/batch_1/000090.JPG,zenodo_archive,2448,3264,2448,3264,442220,d1ae77e5f7eff6ea6786066d3741e5dbdba5911faeda1e225758be252bd3bf08,2,ok
69,batch_1/000091.JPG,data/official_complete/TACO/data/batch_1/000091.JPG,zenodo_archive,3264,2448,3264,2448,533581,33459b9fda099b4e61b72260cf6d4a9f6b57e91515ee48a20c63642718095e64,2,ok
70,batch_1/000092.JPG,data/official_complete/TACO/data/batch_1/000092.JPG,zenodo_archive,2448,3264,2448,3264,505683,7f115c713b0c09896380487ea6c60e10fdc38b376dc40a408341e1091bec8e29,3,ok
71,batch_1/000093.JPG,data/official_complete/TACO/data/batch_1/000093.JPG,zenodo_archive,2448,3264,2448,3264,826537,e632b88affe49579b055a6082808774bfdbf02be63807c2c1b4aae3597f3cfac,1,ok
72,batch_1/000094.JPG,data/official_complete/TACO/data/batch_1/000094.JPG,zenodo_archive,2448,3264,2448,3264,792542,5350130eaa118c4857234760a3916100a941b2dc9edf7a74a3d392460f2c0a91,2,ok
73,batch_1/000095.JPG,data/official_complete/TACO/data/batch_1/000095.JPG,zenodo_archive,2448,3264,2448,3264,616162,37115f63437e8cebe9ead20858b7ad8b9e0550108e22ddd4efc5af2b7a173ab8,3,ok
74,batch_1/000096.JPG,data/official_complete/TACO/data/batch_1/000096.JPG,zenodo_archive,2448,3264,2448,3264,1127658,f9458e1c256bde49ce948ea5a03fb5c59aa712621e82b8df9a76ef58f387b6d6,1,ok
75,batch_1/000062.JPG,data/official_complete/TACO/data/batch_1/000062.JPG,zenodo_archive,2448,3264,2448,3264,1425052,a0a4029606777150e04d70500b01a3f5009daf1042a5e5d16c84756b908e024a,13,ok
76,batch_1/000098.JPG,data/official_complete/TACO/data/batch_1/000098.JPG,zenodo_archive,2448,3264,2448,3264,1905945,24890a28f4991ad91100500dde8e275d56d699fca22e54697e937f6f7b43f353,5,ok
77,batch_1/000099.JPG,data/official_complete/TACO/data/batch_1/000099.JPG,zenodo_archive,2448,3264,2448,3264,898538,85fbb0a52d35377b8798be9c098fc0f6280cdd0ff0adc2d0d0da4e8bf9f27852,2,ok
78,batch_1/000064.JPG,data/official_complete/TACO/data/batch_1/000064.JPG,zenodo_archive,2448,3264,2448,3264,714982,c43ccf874c0bc6e1b76078328b7cc4ac81d11abed75aaad565848ac3f0498693,1,ok
79,batch_1/000100.JPG,data/official_complete/TACO/data/batch_1/000100.JPG,zenodo_archive,2448,3264,2448,3264,651390,aa29b1f15204c9a8af9100fddd5d43c7e955e002f0084ed1ddc0aa165f6fdf6d,1,ok
80,batch_1/000101.JPG,data/official_complete/TACO/data/batch_1/000101.JPG,zenodo_archive,2448,3264,2448,3264,765406,7c936bf7a9f036d5f05cb640b409e70d63e8fac81c4283117293954d2c1af714,2,ok
81,batch_1/000102.JPG,data/official_complete/TACO/data/batch_1/000102.JPG,zenodo_archive,2448,3264,2448,3264,1487873,966847c58340b51be58b02142aa313e8e54247f32135584ae5e95e64ebc7a16c,6,ok
82,batch_1/000104.JPG,data/official_complete/TACO/data/batch_1/000104.JPG,zenodo_archive,3264,2448,3264,2448,466938,c917b212e0ea965a48485ca98e97a91e33bcd6d6b5e74168288e1730dd5c062c,7,ok
83,batch_1/000105.JPG,data/official_complete/TACO/data/batch_1/000105.JPG,zenodo_archive,2448,3264,2448,3264,855870,f6e3227c7236bcbac23f8ed5c5be7abae7ff22b021e39cdf325a62acd8f9b0c8,1,ok
84,batch_1/000106.JPG,data/official_complete/TACO/data/batch_1/000106.JPG,zenodo_archive,2448,3264,2448,3264,576380,a20e24ce66121267bdc25c4d06beded0eb6c1e0c940a26fa74197b598aba0482,6,ok
85,batch_1/000107.JPG,data/official_complete/TACO/data/batch_1/000107.JPG,zenodo_archive,2448,3264,2448,3264,1181744,ecc99a60b3672195c495d7c6048612c19ef02770df5e01fc521fdf9e317e7606,5,ok
86,batch_1/000108.JPG,data/official_complete/TACO/data/batch_1/000108.JPG,zenodo_archive,2448,3264,2448,3264,2051340,2884afe0c72f4f25158e831b14abcf169dc85e0c8505bdbbacc3b0074d989106,2,ok
87,batch_1/000110.JPG,data/official_complete/TACO/data/batch_1/000110.JPG,zenodo_archive,2448,3264,2448,3264,1160241,ad2d075d215e18db8f5d9f057dfd5f2eef5d981cca4245bb48a30bbfb916b465,2,ok
88,batch_1/000111.JPG,data/official_complete/TACO/data/batch_1/000111.JPG,zenodo_archive,2448,3264,2448,3264,1453568,cdf2286d77997c2711aedb5e32bd515b890493a86f609513a79a49eb30b38109,3,ok
89,batch_1/000115.JPG,data/official_complete/TACO/data/batch_1/000115.JPG,zenodo_archive,3264,2448,3264,2448,1886579,242d4455f9dcbb36fd26218b720c0af65c4639e60c3deddffab972c41f2a5200,12,ok
90,batch_1/000117.JPG,data/official_complete/TACO/data/batch_1/000117.JPG,zenodo_archive,2448,3264,2448,3264,1486221,e80ee0d54661feee7f9cb4f3297d1490f716a5df7b28edfa225d9f11cf8248d2,4,ok
91,batch_1/000118.JPG,data/official_complete/TACO/data/batch_1/000118.JPG,zenodo_archive,2448,3264,2448,3264,1857198,ca009328a5a09dcdb9c08dcaac1886aab584bbb325b0ed9c1bb8acc39dd51acd,1,ok
92,batch_1/000119.JPG,data/official_complete/TACO/data/batch_1/000119.JPG,zenodo_archive,2448,3264,2448,3264,784355,a88b8dfc185d5588e0ebcfaa85fa5f4d9aa8c8162170e3d69df9c344d605349e,1,ok
93,batch_1/000120.JPG,data/official_complete/TACO/data/batch_1/000120.JPG,zenodo_archive,2448,3264,2448,3264,1023476,aa063fc435c577b69ea3f1556c97ba2f07f2924fb266a024d95aca59ab1d684d,2,ok
94,batch_1/000121.JPG,data/official_complete/TACO/data/batch_1/000121.JPG,zenodo_archive,2448,3264,2448,3264,2453954,42852b54504a30e3f536642ad9dd011fe2e43d76ab6d28c5d75f59b8922a86a0,2,ok
95,batch_1/000122.JPG,data/official_complete/TACO/data/batch_1/000122.JPG,zenodo_archive,2448,3264,2448,3264,2535877,69754e6017e55ffaa4cfba609c0c496f4eb4d2ab60daf3daef68c19a729584b2,1,ok
96,batch_1/000004.jpg,data/official_complete/TACO/data/batch_1/000004.jpg,zenodo_archive,1241,751,1241,751,237399,d04b3d8b3e2cb25922337b81ccc2abdb8b822cd05ec15b0fc65cd285fa52f4f5,1,ok
97,batch_1/000124.JPG,data/official_complete/TACO/data/batch_1/000124.JPG,zenodo_archive,2448,3264,2448,3264,591522,3ac8e2d10bdba6e2a517eb7bbf2be7b66f43a5999a0a71eb819cb735c9abd970,3,ok
98,batch_1/000127.JPG,data/official_complete/TACO/data/batch_1/000127.JPG,zenodo_archive,2448,3264,2448,3264,950326,7d4507f11c87e3f5b3e7df3d4d24f33965842bd1608034edb9a517dfedf1e34a,10,ok
99,batch_1/000128.JPG,data/official_complete/TACO/data/batch_1/000128.JPG,zenodo_archive,2448,3264,2448,3264,1064055,b59a5d5dae542493d8128c0002af027b126bce3e3560944cbe853b8854cea2e1,13,ok
100,batch_1/000129.JPG,data/official_complete/TACO/data/batch_1/000129.JPG,zenodo_archive,2448,3264,2448,3264,730996,ad913cc9f9549421ef9fa4b3638573a83dfa6c1ed486c3e14a7b849b16ae1734,7,ok
101,batch_10/000000.jpg,data/raw/batch_10/000000.jpg,flickr_partial,1824,4000,1824,4000,3832045,288cf6261657189d7e6d7c09889a1f13f7cd21fd37d8e0136645e180f4e306d0,1,ok
102,batch_10/000001.jpg,data/raw/batch_10/000001.jpg,flickr_partial,4000,1824,4000,1824,4152128,e03e40ff6918fd26eba80cb7f7f81ae06d530e1d2be50a69a0980bed59c27184,13,ok
103,batch_10/000002.jpg,data/raw/batch_10/000002.jpg,flickr_partial,4000,1824,4000,1824,4054693,565fa811c9d61dcecae242ea86cffd784ebef6203433c605f3535ed9379f3169,6,ok
104,batch_10/000003.jpg,data/raw/batch_10/000003.jpg,flickr_partial,4000,1824,4000,1824,3784879,0610f91cd7f3889cd011e330f9770312faec215475ef99278a513d701529daf6,14,ok
105,batch_10/000004.jpg,data/raw/batch_10/000004.jpg,flickr_partial,1824,4000,1824,4000,3555726,dd5bd83e1f13726e4e4c2959a3068614c1327be337dc486b47ab13d07bf292c7,11,ok
106,batch_10/000005.jpg,data/raw/batch_10/000005.jpg,flickr_partial,1824,4000,1824,4000,3967625,081a6348263f04b1cc94804916d1cee77cd7b23adb2fcfb98bbd4d7e5ca6894e,9,ok
107,batch_10/000006.jpg,data/raw/batch_10/000006.jpg,flickr_partial,1824,4000,1824,4000,3071269,b6d0432842dbeaec8e47847797894f968f2f2619e092e4092cfa3c71aa686547,4,ok
108,batch_10/000007.jpg,data/raw/batch_10/000007.jpg,flickr_partial,1824,4000,1824,4000,3591149,cabe2db64c0e1bb7294898174a23d846e6bc35def7be7ab73354ef5d497637fa,2,ok
109,batch_10/000008.jpg,data/raw/batch_10/000008.jpg,flickr_partial,1824,4000,1824,4000,4292101,454fa10fcb89ca4112bc028f638d5fa6ab8643cfd5f3f286e0d5f8316d8e13a7,3,ok
110,batch_10/000009.jpg,data/raw/batch_10/000009.jpg,flickr_partial,4000,1824,4000,1824,3758090,c6b836a01b1e63f7c87faebacf90fea370332f713e24021b945f18f6bbfb1491,2,ok
111,batch_10/000010.jpg,data/raw/batch_10/000010.jpg,flickr_partial,4000,1824,4000,1824,2753440,42e1c9cfc227e1465bfa00e792b4b19ec645d62a902db4683e27003e07fca4b9,2,ok
112,batch_10/000011.jpg,data/raw/batch_10/000011.jpg,flickr_partial,4000,1824,4000,1824,1659772,a1d6f17b6a0b851c0e71c703e714d94dbfc9a0daad1178260a04a9ab5e6333c9,14,ok
113,batch_10/000012.jpg,data/raw/batch_10/000012.jpg,flickr_partial,1824,4000,1824,4000,2759137,70613b52b44469ed0a3ede319e91b0c3951f3235dd2b707d74839b0dd91dd0a1,1,ok
114,batch_10/000013.jpg,data/raw/batch_10/000013.jpg,flickr_partial,4000,1824,4000,1824,3827101,e983def7410fba3d43c405688d8e59fed14c0e810550b96a389ef81a7a4937c1,2,ok
115,batch_10/000014.jpg,data/raw/batch_10/000014.jpg,flickr_partial,4000,1824,4000,1824,2578718,d07c6194522c22b42380ace1b74e043cfaadd8199beff172875829549d144b41,3,ok
116,batch_10/000015.jpg,data/raw/batch_10/000015.jpg,flickr_partial,1824,4000,1824,4000,3134382,96dc46328c2dcb1144d7233bcd6e590fe68ac12fac4b35f38a94a9700408102a,5,ok
117,batch_10/000016.jpg,data/raw/batch_10/000016.jpg,flickr_partial,4000,1824,4000,1824,2599989,81902dfcae476b572fca3a31df9c9a9f7919577cb5fdbce0b868e0e9a453ac1b,1,ok
118,batch_10/000017.jpg,data/raw/batch_10/000017.jpg,flickr_partial,4000,1824,4000,1824,3233091,cf1104fbd3b86e741d9ce477d798b4f66d6facb9273a890200cc31bea83a1de4,1,ok
119,batch_10/000018.jpg,data/raw/batch_10/000018.jpg,flickr_partial,4000,1824,4000,1824,3115144,c91760503359ee21b2dd41261701f3f49418fea5004b2b4a4ba65100019fd43d,1,ok
120,batch_10/000019.jpg,data/raw/batch_10/000019.jpg,flickr_partial,1824,4000,1824,4000,3504012,5df9333d268147291c111a273f0727e3c46683153b6c38e759804de63188f581,1,ok
121,batch_10/000020.jpg,data/raw/batch_10/000020.jpg,flickr_partial,1824,4000,1824,4000,2211212,c97a45acbdcad4247cd1749efeeba98508ef142f71b4f2578f0b05f134406e7d,11,ok
122,batch_10/000021.jpg,data/raw/batch_10/000021.jpg,flickr_partial,4000,1824,4000,1824,2198772,0dfa6fd9c3dc022e7b27e98a1aa72ad1874843d10007c22d676e388c75aa3105,7,ok
123,batch_10/000022.jpg,data/raw/batch_10/000022.jpg,flickr_partial,1824,4000,1824,4000,2833699,3ccf9d6b6ba65e5126ff7831edee2e242768252c7635840b3a0cf32b2562eaf0,4,ok
124,batch_10/000023.jpg,data/raw/batch_10/000023.jpg,flickr_partial,1824,4000,1824,4000,2110192,96204ac545b83d8bf443c1f6a48f2f3dce4572cc006fc989fa743b0b98bdffe8,1,ok
125,batch_10/000024.jpg,data/raw/batch_10/000024.jpg,flickr_partial,1824,4000,1824,4000,2732801,a8a730672d32180904ca465ed77de6ee492cbff90ade936df0164d0d2c2ea1f1,1,ok
126,batch_10/000025.jpg,data/raw/batch_10/000025.jpg,flickr_partial,1824,4000,1824,4000,2484157,36e37c2321990d3ee984704bb47d292a1e1684be39d83bf2c8684b71a472a738,1,ok
