image_id,file_name,batch,flickr_url,annotations,original_categories,mapped_classes,mapped_annotation_count,width,height
151,batch_10/000050.jpg,batch_10,https://farm66.staticflickr.com/65535/48694125106_79c15ba838_o.png,10,Plastic film; Unlabeled litter,bag_wrapper,5,4000,1824
152,batch_10/000051.jpg,batch_10,https://farm66.staticflickr.com/65535/48693785163_b739df76c9_o.png,1,Styrofoam piece,(none),0,4000,1824
153,batch_10/000052.jpg,batch_10,https://farm66.staticflickr.com/65535/48694124921_28c19480da_o.png,1,Unlabeled litter,(none),0,4000,1824
154,batch_10/000053.jpg,batch_10,https://farm66.staticflickr.com/65535/48694298392_c71cdab7d4_o.png,1,Plastic film,bag_wrapper,1,4000,1824
155,batch_10/000054.jpg,batch_10,https://farm66.staticflickr.com/65535/48694123876_c16053ce36_o.png,2,Cigarette; Plastic film,bag_wrapper; cigarette,2,1824,4000
156,batch_10/000055.jpg,batch_10,https://farm66.staticflickr.com/65535/48693783818_0e191e045d_o.png,1,Plastic film,bag_wrapper,1,4000,1824
157,batch_10/000056.jpg,batch_10,https://farm66.staticflickr.com/65535/48693783338_c4e0696a7e_o.png,1,Plastic film,bag_wrapper,1,4000,1824
158,batch_10/000057.jpg,batch_10,https://farm66.staticflickr.com/65535/48693783218_01a308c197_o.png,2,Other plastic; Plastic film,bag_wrapper,1,1824,4000
159,batch_10/000058.jpg,batch_10,https://farm66.staticflickr.com/65535/48694122896_d6ae2fba66_o.png,1,Plastic film,bag_wrapper,1,1824,4000
160,batch_10/000059.jpg,batch_10,https://farm66.staticflickr.com/65535/48694122111_80382f6a29_o.png,2,Other plastic; Plastic film,bag_wrapper,1,1824,4000
161,batch_10/000060.jpg,batch_10,https://farm66.staticflickr.com/65535/48694295637_02e5cd69f5_o.png,1,Plastic film,bag_wrapper,1,1824,4000
162,batch_10/000061.jpg,batch_10,https://farm66.staticflickr.com/65535/48693781338_271cce87c2_o.png,1,Aluminium foil,(none),0,4000,1824
163,batch_10/000062.jpg,batch_10,https://farm66.staticflickr.com/65535/48694295157_6a6ba8fe6a_o.png,3,Plastic film; Unlabeled litter,bag_wrapper,2,4000,1824
164,batch_10/000063.jpg,batch_10,https://farm66.staticflickr.com/65535/48694120661_82710bc62e_o.png,2,Plastic film,bag_wrapper,2,4000,1824
165,batch_10/000064.jpg,batch_10,https://farm66.staticflickr.com/65535/48694294102_dc1f276f9c_o.png,1,Cigarette,cigarette,1,4000,1824
166,batch_10/000065.jpg,batch_10,https://farm66.staticflickr.com/65535/48693779858_4591bce6ec_o.png,1,Plastic film,bag_wrapper,1,1824,4000
167,batch_10/000066.jpg,batch_10,https://farm66.staticflickr.com/65535/48693779363_8497449a95_o.png,1,Plastic film,bag_wrapper,1,4000,1824
168,batch_10/000067.jpg,batch_10,https://farm66.staticflickr.com/65535/48694293422_024ef2c9b7_o.png,1,Plastic film,bag_wrapper,1,4000,1824
169,batch_10/000068.jpg,batch_10,https://farm66.staticflickr.com/65535/48694118781_e0394ab271_o.png,1,Plastic film,bag_wrapper,1,1824,4000
170,batch_10/000069.jpg,batch_10,https://farm66.staticflickr.com/65535/48694118586_120d823fc1_o.png,1,Rope & strings,(none),0,4000,1824
171,batch_10/000070.jpg,batch_10,https://farm66.staticflickr.com/65535/48693778298_d5e349d94a_o.png,2,Rope & strings; Unlabeled litter,(none),0,4000,1824
172,batch_10/000071.jpg,batch_10,https://farm66.staticflickr.com/65535/48694118056_1a48640440_o.png,2,Other plastic; Unlabeled litter,(none),0,1824,4000
173,batch_10/000072.jpg,batch_10,https://farm66.staticflickr.com/65535/48693777473_c09ced10aa_o.png,2,Other plastic; Rope & strings,(none),0,4000,1824
174,batch_10/000073.jpg,batch_10,https://farm66.staticflickr.com/65535/48693777438_55b7cfaec6_o.png,1,Plastic film,bag_wrapper,1,4000,1824
175,batch_10/000074.jpg,batch_10,https://farm66.staticflickr.com/65535/48693776523_00f111b724_o.png,1,Other plastic,(none),0,1824,4000
176,batch_10/000075.jpg,batch_10,https://farm66.staticflickr.com/65535/48694110611_ebca02ff39_o.png,3,Cigarette; Clear plastic bottle,bottle; cigarette,3,1824,4000
177,batch_10/000076.jpg,batch_10,https://farm66.staticflickr.com/65535/48693770173_c274efda68_o.png,4,Cigarette; Plastic film; Unlabeled litter,bag_wrapper; cigarette,2,1824,4000
178,batch_10/000077.jpg,batch_10,https://farm66.staticflickr.com/65535/48693769563_1fe44a0cfb_o.png,2,Cigarette; Plastic film,bag_wrapper; cigarette,2,1824,4000
179,batch_10/000078.jpg,batch_10,https://farm66.staticflickr.com/65535/48694282832_9599474c7a_o.png,1,Other plastic,(none),0,1824,4000
180,batch_10/000079.jpg,batch_10,https://farm66.staticflickr.com/65535/48694282617_90b703aa9f_o.png,2,Unlabeled litter,(none),0,4000,1824
181,batch_10/000080.jpg,batch_10,https://farm66.staticflickr.com/65535/48693768413_67bfb29184_o.png,1,Plastic straw,straw,1,1824,4000
182,batch_10/000081.jpg,batch_10,https://farm66.staticflickr.com/65535/48694282352_424aa2ca6a_o.png,4,Cigarette; Clear plastic bottle; Unlabeled litter,bottle; cigarette,3,4000,1824
183,batch_10/000082.jpg,batch_10,https://farm66.staticflickr.com/65535/48694282192_beb66aef5f_o.png,1,Other plastic,(none),0,4000,1824
184,batch_10/000083.jpg,batch_10,https://farm66.staticflickr.com/65535/48694108186_5ef1a2b652_o.png,5,Cigarette; Meal carton,carton; cigarette,5,1824,4000
185,batch_10/000084.jpg,batch_10,https://farm66.staticflickr.com/65535/48693767773_62338603eb_o.png,5,Garbage bag; Other plastic; Unlabeled litter,bag_wrapper,2,1824,4000
186,batch_10/000085.jpg,batch_10,https://farm66.staticflickr.com/65535/48694281772_8c09f3d71e_o.png,9,Broken glass; Corrugated carton; Metal bottle cap; Metal lid; Other plastic wrapper; Plastic film; Unlabeled litter,bag_wrapper; bottle_cap; carton,4,1824,4000
187,batch_10/000086.jpg,batch_10,https://farm66.staticflickr.com/65535/48694281572_345d41b03a_o.png,7,Cigarette; Glass bottle; Other plastic wrapper; Plastic lid; Unlabeled litter,bag_wrapper; bottle; cigarette,5,1824,4000
188,batch_10/000087.jpg,batch_10,https://farm66.staticflickr.com/65535/48694107641_8bafcd1483_o.png,3,Cigarette; Clear plastic bottle,bottle; cigarette,3,1824,4000
189,batch_10/000088.jpg,batch_10,https://farm66.staticflickr.com/65535/48694107146_44476e55eb_o.png,2,Other carton; Tissues,carton,1,1824,4000
190,batch_10/000089.jpg,batch_10,https://farm66.staticflickr.com/65535/48694107166_73969cc1f2_o.png,5,Disposable plastic cup; Rope & strings; Unlabeled litter,cup,2,1824,4000
191,batch_10/000090.jpg,batch_10,https://farm66.staticflickr.com/65535/48693736813_cf13050e3e_o.png,5,Plastic film; Unlabeled litter,bag_wrapper,1,1824,4000
192,batch_10/000091.jpg,batch_10,https://farm66.staticflickr.com/65535/48693736598_afa72a67ef_o.png,4,Glass bottle; Plastic film; Tissues; Unlabeled litter,bag_wrapper; bottle,2,4000,1824
193,batch_10/000092.jpg,batch_10,https://farm66.staticflickr.com/65535/48694076896_4a005b8f0a_o.png,2,Plastic film; Unlabeled litter,bag_wrapper,1,1824,4000
194,batch_10/000093.jpg,batch_10,https://farm66.staticflickr.com/65535/48693735933_3218e594b4_o.png,14,Cigarette; Glass bottle; Other plastic wrapper; Plastic film; Unlabeled litter,bag_wrapper; bottle; cigarette,5,4000,1824
195,batch_10/000094.jpg,batch_10,https://farm66.staticflickr.com/65535/48693735823_46e44e0483_o.png,6,Aluminium blister pack; Disposable plastic cup; Metal bottle cap; Unlabeled litter,bottle_cap; cup,2,1824,4000
196,batch_10/000095.jpg,batch_10,https://farm66.staticflickr.com/65535/48693734608_0e0ba08e6e_o.png,2,Aluminium foil; Cigarette,cigarette,1,1824,4000
197,batch_10/000096.jpg,batch_10,https://farm66.staticflickr.com/65535/48694074286_06d624fb18_o.png,6,Broken glass; Cigarette; Disposable plastic cup; Unlabeled litter,cigarette; cup,3,3000,4000
198,batch_10/000097.jpg,batch_10,https://farm66.staticflickr.com/65535/48693698863_393f5dce3e_o.png,2,Clear plastic bottle; Plastic bottle cap,bottle; bottle_cap,2,1824,4000
199,batch_10/000098.jpg,batch_10,https://farm66.staticflickr.com/65535/48694212912_225d10ccd3_o.png,3,Corrugated carton; Styrofoam piece,carton,2,1824,4000
200,batch_10/000099.jpg,batch_10,https://farm66.staticflickr.com/65535/48694212917_579129461a_o.png,1,Other plastic wrapper,bag_wrapper,1,1824,4000
201,batch_11/000000.jpg,batch_11,https://farm66.staticflickr.com/65535/48694212567_1b0faf5af8_o.png,3,Corrugated carton; Styrofoam piece,carton,2,4000,1824
202,batch_11/000001.jpg,batch_11,https://farm66.staticflickr.com/65535/48693698123_73a7339b12_o.png,3,Corrugated carton; Styrofoam piece,carton,1,1824,4000
203,batch_11/000002.jpg,batch_11,https://farm66.staticflickr.com/65535/48694211877_ef9246b4b0_o.png,1,Styrofoam piece,(none),0,1824,4000
204,batch_11/000003.jpg,batch_11,https://farm66.staticflickr.com/65535/48694037636_f732295b0c_o.png,5,Corrugated carton; Styrofoam piece,carton,3,1824,4000
205,batch_11/000004.jpg,batch_11,https://farm66.staticflickr.com/65535/48693697238_ce2c2fa0da_o.png,2,Corrugated carton; Styrofoam piece,carton,1,1824,4000
206,batch_11/000005.jpg,batch_11,https://farm66.staticflickr.com/65535/48694037361_913cfbbaa0_o.png,2,Corrugated carton; Styrofoam piece,carton,1,1824,4000
207,batch_11/000006.jpg,batch_11,https://farm66.staticflickr.com/65535/48694037276_b85b4a80b1_o.png,4,Corrugated carton,carton,4,1824,4000
208,batch_11/000007.jpg,batch_11,https://farm66.staticflickr.com/65535/48693696873_52fd068ea5_o.png,1,Styrofoam piece,(none),0,1824,4000
209,batch_11/000008.jpg,batch_11,https://farm66.staticflickr.com/65535/48694211097_b206655baa_o.png,3,Corrugated carton; Styrofoam piece,carton,2,1824,4000
210,batch_11/000009.jpg,batch_11,https://farm66.staticflickr.com/65535/48694211022_f8c02ca2f1_o.png,2,Corrugated carton; Garbage bag,bag_wrapper; carton,2,1824,4000
211,batch_11/000010.jpg,batch_11,https://farm66.staticflickr.com/65535/48693696308_f6629f2976_o.png,5,Corrugated carton,carton,5,1824,4000
212,batch_11/000011.jpg,batch_11,https://farm66.staticflickr.com/65535/48694210407_65e9de586c_o.png,3,Corrugated carton; Pizza box,carton,3,1824,4000
213,batch_11/000012.jpg,batch_11,https://farm66.staticflickr.com/65535/48693696003_f23c29e8d5_o.png,2,Corrugated carton,carton,2,1824,4000
214,batch_11/000013.jpg,batch_11,https://farm66.staticflickr.com/65535/48693695908_0101b57186_o.png,2,Corrugated carton,carton,2,1824,4000
215,batch_11/000014.jpg,batch_11,https://farm66.staticflickr.com/65535/48694209992_d656af41e0_o.png,2,Corrugated carton; Styrofoam piece,carton,1,1824,4000
216,batch_11/000015.jpg,batch_11,https://farm66.staticflickr.com/65535/48694035426_4f8a93ba7b_o.png,5,Cigarette; Styrofoam piece,cigarette,3,1824,4000
217,batch_11/000016.jpg,batch_11,https://farm66.staticflickr.com/65535/48694035346_6a5f7ae33a_o.png,2,Corrugated carton; Styrofoam piece,carton,1,4000,1824
218,batch_11/000017.jpg,batch_11,https://farm66.staticflickr.com/65535/48693694888_4f304d9681_o.png,1,Styrofoam piece,(none),0,1824,4000
219,batch_11/000018.jpg,batch_11,https://farm66.staticflickr.com/65535/48694208702_4c1ba58555_o.png,7,Plastic film; Scrap metal,bag_wrapper,1,4000,1824
686,batch_2/000000.JPG,batch_2,https://farm66.staticflickr.com/65535/32911550337_2a87758e0b_o.png,2,Other plastic bottle; Plastic bottle cap,bottle; bottle_cap,2,2448,3264
687,batch_2/000001.JPG,batch_2,https://farm66.staticflickr.com/65535/47855674961_f42f31f1f6_o.png,3,Glass bottle; Other plastic wrapper,bag_wrapper; bottle,3,2448,3264
688,batch_2/000003.JPG,batch_2,https://farm66.staticflickr.com/65535/40889037473_35965b5a5f_o.png,2,Disposable food container; Other plastic wrapper,bag_wrapper,1,3264,2448
689,batch_2/000005.JPG,batch_2,https://farm66.staticflickr.com/65535/32911552327_427d92f6da_o.png,7,Crisp packet; Garbage bag; Meal carton; Normal paper; Other carton; Other plastic wrapper; Plastic film,bag_wrapper; carton,6,2448,3264
690,batch_2/000006.JPG,batch_2,https://farm66.staticflickr.com/65535/46939416605_696f60882c_o.png,1,Crisp packet,bag_wrapper,1,2448,3264
691,batch_2/000007.JPG,batch_2,https://farm66.staticflickr.com/65535/47066236714_a36e827a52_o.png,3,Cigarette; Drink can,can; cigarette,3,2448,3264
692,batch_2/000008.JPG,batch_2,https://farm66.staticflickr.com/65535/33978354478_f66b605ac1_o.png,2,Other carton,carton,2,2448,3264
693,batch_2/000009.JPG,batch_2,https://farm66.staticflickr.com/65535/40889040103_a63b5f8f0b_o.png,5,Paper cup; Paper straw; Plastic lid,cup; straw,3,2448,3264
694,batch_2/000010.JPG,batch_2,https://farm66.staticflickr.com/65535/46939418515_e716753721_o.png,4,Disposable food container; Plastic film; Plastic lid; Unlabeled litter,bag_wrapper,1,3264,2448
695,batch_2/000012.JPG,batch_2,https://farm66.staticflickr.com/65535/47855679411_7278f2ba45_o.png,1,Meal carton,carton,1,2448,3264
696,batch_2/000013.JPG,batch_2,https://farm66.staticflickr.com/65535/32911556627_4ff806be8e_o.png,2,Cigarette; Other plastic wrapper,bag_wrapper; cigarette,2,2448,3264
697,batch_2/000015.JPG,batch_2,https://farm66.staticflickr.com/65535/46939420395_06beac8f89_o.png,1,Other carton,carton,1,2448,3264
698,batch_2/000016.JPG,batch_2,https://farm66.staticflickr.com/65535/47855681931_c6229fce9e_o.png,1,Crisp packet,bag_wrapper,1,2448,3264
699,batch_2/000017.JPG,batch_2,https://farm66.staticflickr.com/65535/33978359458_4b1381e095_o.png,1,Wrapping paper,(none),0,2448,3264
700,batch_2/000018.JPG,batch_2,https://farm66.staticflickr.com/65535/32911559587_fdec13f792_o.png,1,Clear plastic bottle,bottle,1,2448,3264
701,batch_2/000019.JPG,batch_2,https://farm66.staticflickr.com/65535/33978361098_bbf81ef39e_o.png,1,Clear plastic bottle,bottle,1,3264,2448
702,batch_2/000020.JPG,batch_2,https://farm66.staticflickr.com/65535/40889047093_cba2e7000f_o.png,1,Other plastic wrapper,bag_wrapper,1,3264,2448
703,batch_2/000021.JPG,batch_2,https://farm66.staticflickr.com/65535/40889047743_744374aa82_o.png,3,Disposable plastic cup; Plastic lid; Plastic straw,cup; straw,2,2448,3264
704,batch_2/000022.JPG,batch_2,https://farm66.staticflickr.com/65535/47855685701_5e54628b35_o.png,4,Food waste; Normal paper; Plastic bottle cap; Unlabeled litter,bottle_cap,1,2448,3264
705,batch_2/000023.JPG,batch_2,https://farm66.staticflickr.com/65535/40889049683_10739a972c_o.png,3,Crisp packet; Garbage bag,bag_wrapper,3,3264,2448
706,batch_2/000024.JPG,batch_2,https://farm66.staticflickr.com/65535/32911562237_6714aee967_o.png,4,Glass bottle; Metal bottle cap,bottle; bottle_cap,4,2448,3264
707,batch_2/000025.JPG,batch_2,https://farm66.staticflickr.com/65535/40889050463_4528cc2e2c_o.png,2,Glass bottle; Unlabeled litter,bottle,1,2448,3264
708,batch_2/000026.JPG,batch_2,https://farm66.staticflickr.com/65535/47066242794_3cfe79b582_o.png,6,Crisp packet; Drink can; Paper cup; Unlabeled litter,bag_wrapper; can; cup,3,3264,2448
709,batch_2/000027.JPG,batch_2,https://farm66.staticflickr.com/65535/40889051333_0ecd8d4a91_o.png,5,Drink can,can,5,3264,2448
710,batch_2/000029.JPG,batch_2,https://farm66.staticflickr.com/65535/32911564227_fdc6cac581_o.png,2,Drink can,can,2,2448,3264
711,batch_2/000031.JPG,batch_2,https://farm66.staticflickr.com/65535/47855689771_b4abc9779c_o.png,1,Foam food container,(none),0,2448,3264
712,batch_2/000032.JPG,batch_2,https://farm66.staticflickr.com/65535/40889052653_689d5db6b7_o.png,2,Foam food container; Tissues,(none),0,2448,3264
713,batch_2/000033.JPG,batch_2,https://farm66.staticflickr.com/65535/32911565907_5506233aea_o.png,9,Cigarette; Drink can; Unlabeled litter,can; cigarette,8,2448,3264
714,batch_2/000034.JPG,batch_2,https://farm66.staticflickr.com/65535/47855692151_8013afbd28_o.png,8,Cigarette; Glass bottle,bottle; cigarette,8,2448,3264
715,batch_2/000035.JPG,batch_2,https://farm66.staticflickr.com/65535/40889054403_4e68dbc99b_o.png,5,Drink can; Other carton; Other plastic wrapper; Plastic film,bag_wrapper; can; carton,5,2448,3264
716,batch_2/000036.JPG,batch_2,https://farm66.staticflickr.com/65535/47803521842_15737756d4_o.png,2,Cigarette; Clear plastic bottle,bottle; cigarette,2,2448,3264
717,batch_2/000037.JPG,batch_2,https://farm66.staticflickr.com/65535/47066245974_0e67b26327_o.png,2,Clear plastic bottle; Unlabeled litter,bottle,1,2448,3264
718,batch_2/000038.JPG,batch_2,https://farm66.staticflickr.com/65535/46939431325_6b57c4cb12_o.png,4,Cigarette; Disposable plastic cup; Other plastic,cigarette; cup,3,2448,3264
719,batch_2/000039.JPG,batch_2,https://farm66.staticflickr.com/65535/40889056553_88ca11b53b_o.png,2,Drink can; Unlabeled litter,can,1,2448,3264
720,batch_2/000040.JPG,batch_2,https://farm66.staticflickr.com/65535/40889057203_2d0d772075_o.png,1,Disposable plastic cup,cup,1,2448,3264
721,batch_2/000041.JPG,batch_2,https://farm66.staticflickr.com/65535/32911572207_74ebc2f2e2_o.png,2,Drink can; Pop tab,can,1,2448,3264
722,batch_2/000042.JPG,batch_2,https://farm66.staticflickr.com/65535/40889058283_5a60b778e8_o.png,2,Cigarette; Drink can,can; cigarette,2,2448,3264
723,batch_2/000043.JPG,batch_2,https://farm66.staticflickr.com/65535/32911574107_77eb69b244_o.png,2,Drink can,can,2,2448,3264
724,batch_2/000044.JPG,batch_2,https://farm66.staticflickr.com/65535/46939435375_7d5ca01d5c_o.png,3,Cigarette; Clear plastic bottle; Plastic bottle cap,bottle; bottle_cap; cigarette,3,2448,3264
725,batch_2/000046.JPG,batch_2,https://farm66.staticflickr.com/65535/47066254014_6559944349_o.png,1,Drink can,can,1,2448,3264
726,batch_2/000047.JPG,batch_2,https://farm66.staticflickr.com/65535/47803529882_f137b61878_o.png,2,Drink can; Paper cup,can; cup,2,2448,3264
727,batch_2/000048.JPG,batch_2,https://farm66.staticflickr.com/65535/40889060803_d7c3d2189d_o.png,37,Cigarette; Drink can; Pop tab; Unlabeled litter,can; cigarette,35,2448,3264
728,batch_2/000050.JPG,batch_2,https://farm66.staticflickr.com/65535/40889061403_e26b8e8ce4_o.png,7,Cigarette; Disposable plastic cup; Plastic lid; Plastic straw,cigarette; cup; straw,6,2448,3264
729,batch_2/000051.JPG,batch_2,https://farm66.staticflickr.com/65535/46939437955_7a28effbcf_o.png,2,Clear plastic bottle; Plastic bottle cap,bottle; bottle_cap,2,2448,3264
730,batch_2/000052.JPG,batch_2,https://farm66.staticflickr.com/65535/47803532112_c4ace4cd6b_o.png,8,Cigarette; Normal paper; Plastic straw,cigarette; straw,7,2448,3264
731,batch_2/000053.JPG,batch_2,https://farm66.staticflickr.com/65535/47066258334_bbab99c7b0_o.png,3,Metal bottle cap; Plastic straw,bottle_cap; straw,3,2448,3264
732,batch_2/000054.JPG,batch_2,https://farm66.staticflickr.com/65535/47855707671_4f31623298_o.png,9,Aluminium foil; Plastic film; Plastic lid; Six pack rings; Unlabeled litter,bag_wrapper,3,2448,3264
733,batch_2/000055.JPG,batch_2,https://farm66.staticflickr.com/65535/47855708551_d34ef0f3da_o.png,1,Plastic lid,(none),0,2448,3264
734,batch_2/000056.JPG,batch_2,https://farm66.staticflickr.com/65535/47066260544_0ec9e38b58_o.png,1,Crisp packet,bag_wrapper,1,2448,3264
735,batch_2/000057.JPG,batch_2,https://farm66.staticflickr.com/65535/33978375058_b992cd915c_o.png,1,Other plastic wrapper,bag_wrapper,1,2448,3264
736,batch_2/000058.JPG,batch_2,https://farm66.staticflickr.com/65535/47855710851_fb7d20bc58_o.png,1,Other plastic wrapper,bag_wrapper,1,2448,3264
737,batch_2/000059.JPG,batch_2,https://farm66.staticflickr.com/65535/32911587657_1d6ed30260_o.png,4,Disposable plastic cup; Normal paper; Other plastic,cup,2,2448,3264
738,batch_2/000060.JPG,batch_2,https://farm66.staticflickr.com/65535/46939444585_8ef8fc89be_o.png,1,Unlabeled litter,(none),0,3264,2448
739,batch_2/000061.JPG,batch_2,https://farm66.staticflickr.com/65535/40889071413_7cc0553b07_o.png,1,Other plastic,(none),0,3264,2448
740,batch_2/000062.JPG,batch_2,https://farm66.staticflickr.com/65535/46939445485_8c2159d008_o.png,1,Metal bottle cap,bottle_cap,1,3264,2448
741,batch_2/000063.JPG,batch_2,https://farm66.staticflickr.com/65535/46939445965_86fdbb614c_o.png,1,Metal bottle cap,bottle_cap,1,3264,2448
742,batch_2/000064.JPG,batch_2,https://farm66.staticflickr.com/65535/46939446335_9266291f59_o.png,1,Normal paper,(none),0,3264,2448
743,batch_2/000065.JPG,batch_2,https://farm66.staticflickr.com/65535/47855713161_d8566ff444_o.png,2,Cigarette; Plastic film,bag_wrapper; cigarette,2,2448,3264
744,batch_2/000067.JPG,batch_2,https://farm66.staticflickr.com/65535/40889074593_32c7d897ff_o.png,1,Other plastic wrapper,bag_wrapper,1,3264,2448
745,batch_2/000068.JPG,batch_2,https://farm66.staticflickr.com/65535/32911590747_0148c2506c_o.png,3,Aluminium foil; Corrugated carton,carton,2,2448,3264
746,batch_2/000069.JPG,batch_2,https://farm66.staticflickr.com/65535/32911591877_76c87459e4_o.png,1,Other carton,carton,1,3264,2448
747,batch_2/000070.JPG,batch_2,https://farm66.staticflickr.com/65535/47855714981_5f93f55b1f_o.png,1,Crisp packet,bag_wrapper,1,3264,2448
748,batch_2/000071.JPG,batch_2,https://farm66.staticflickr.com/65535/47855715381_9333869cc8_o.png,1,Plastic straw,straw,1,2448,3264
749,batch_2/000072.JPG,batch_2,https://farm66.staticflickr.com/65535/47066269614_c86c132a1e_o.png,1,Plastic bottle cap,bottle_cap,1,3264,2448
750,batch_2/000073.JPG,batch_2,https://farm66.staticflickr.com/65535/40889078143_c8222cc338_o.png,3,Meal carton; Other plastic wrapper; Plastic film,bag_wrapper; carton,3,2448,3264
751,batch_2/000074.JPG,batch_2,https://farm66.staticflickr.com/65535/47855717521_a445d8354d_o.png,3,Glass bottle; Plastic straw; Unlabeled litter,bottle; straw,2,3264,2448
752,batch_2/000075.JPG,batch_2,https://farm66.staticflickr.com/65535/40889079393_4dc166cf15_o.png,6,Cigarette; Drink can,can; cigarette,6,3264,2448
753,batch_2/000076.JPG,batch_2,https://farm66.staticflickr.com/65535/40889079733_96b68dc02a_o.png,3,Cigarette; Clear plastic bottle; Metal bottle cap,bottle; bottle_cap; cigarette,3,3264,2448
754,batch_2/000077.JPG,batch_2,https://farm66.staticflickr.com/65535/46939449615_99e5e48d6a_o.png,2,Paper bag; Shoe,bag_wrapper,1,2448,3264
755,batch_2/000079.JPG,batch_2,https://farm66.staticflickr.com/65535/40889080603_cc6d0d0b2c_o.png,5,Cigarette; Other carton; Other plastic bottle; Shoe,bottle; carton; cigarette,4,2448,3264
756,batch_2/000080.JPG,batch_2,https://farm66.staticflickr.com/65535/47803543742_5b8db45822_o.png,3,Cigarette; Drink can; Unlabeled litter,can; cigarette,2,2448,3264
757,batch_2/000081.JPG,batch_2,https://farm66.staticflickr.com/65535/33978380738_7aef404481_o.png,2,Cigarette; Crisp packet,bag_wrapper; cigarette,2,2448,3264
758,batch_2/000082.JPG,batch_2,https://farm66.staticflickr.com/65535/33978381248_30198c2efc_o.png,9,Cigarette; Glass bottle; Plastic film; Unlabeled litter,bag_wrapper; bottle; cigarette,6,2448,3264
759,batch_2/000083.JPG,batch_2,https://farm66.staticflickr.com/65535/47803546272_9da018c6d8_o.png,1,Other carton,carton,1,2448,3264
760,batch_2/000085.JPG,batch_2,https://farm66.staticflickr.com/65535/32911601367_cbdc0944fc_o.png,1,Plastic straw,straw,1,2448,3264
761,batch_2/000086.JPG,batch_2,https://farm66.staticflickr.com/65535/47803548232_fc0b7a1b6e_o.png,2,Drink can; Pop tab,can,1,2448,3264
762,batch_2/000014.JPG,batch_2,https://farm66.staticflickr.com/65535/40889085893_741f45d8bf_o.png,1,Other plastic wrapper,bag_wrapper,1,2442,2597
763,batch_2/000030.JPG,batch_2,https://farm66.staticflickr.com/65535/46939452025_536623f1a7_o.png,4,Cigarette; Foam food container; Normal paper; Plastic film,bag_wrapper; cigarette,2,2214,3264
764,batch_2/000049.JPG,batch_2,https://farm66.staticflickr.com/65535/47066278544_8b37ffcd4f_o.png,10,Cigarette; Clear plastic bottle; Disposable plastic cup; Drink can; Glass bottle; Plastic lid; Plastic straw,bottle; can; cigarette; cup; straw,9,3163,2448
765,batch_2/000088.JPG,batch_2,https://farm66.staticflickr.com/65535/47066278964_fc9fddac8c_o.png,2,Clear plastic bottle; Plastic bottle cap,bottle; bottle_cap,2,2448,3264
