image,ground_truth_class,rel_area,size_bucket
batch_2_000051.JPG,bottle_cap,7.2e-05,tiny
batch_2_000057.JPG,bag_wrapper,0.002995,tiny
batch_2_000075.JPG,can,0.008297,tiny
batch_2_000075.JPG,cigarette,0.000388,tiny
batch_2_000075.JPG,cigarette,8.8e-05,tiny
batch_2_000075.JPG,cigarette,0.000364,tiny
batch_2_000075.JPG,cigarette,0.000145,tiny
batch_2_000075.JPG,cigarette,4.6e-05,tiny
batch_2_000079.JPG,cigarette,7.7e-05,tiny
batch_2_000079.JPG,cigarette,0.000319,tiny
batch_2_000096.JPG,bag_wrapper,0.001779,tiny
batch_3_IMG_4862.JPG,carton,0.025005,small
batch_3_IMG_4862.JPG,bottle_cap,0.000866,tiny
batch_3_IMG_4862.JPG,cigarette,0.000306,tiny
batch_3_IMG_4862.JPG,cigarette,0.000374,tiny
batch_3_IMG_4862.JPG,cigarette,0.000188,tiny
batch_3_IMG_4862.JPG,cigarette,6.4e-05,tiny
batch_3_IMG_4862.JPG,cigarette,0.000163,tiny
batch_3_IMG_4901.JPG,bag_wrapper,0.012691,small
batch_3_IMG_4901.JPG,carton,0.000496,tiny
batch_3_IMG_4919.JPG,can,0.005027,tiny
batch_3_IMG_4932.JPG,cigarette,0.000208,tiny
batch_3_IMG_4932.JPG,cigarette,0.000203,tiny
batch_3_IMG_4932.JPG,cigarette,0.00016,tiny
batch_3_IMG_4932.JPG,cigarette,0.000252,tiny
batch_3_IMG_4941.JPG,bottle,0.002939,tiny
batch_3_IMG_4941.JPG,bottle,0.000957,tiny
batch_3_IMG_4941.JPG,bottle,0.001297,tiny
batch_3_IMG_4941.JPG,bag_wrapper,0.002473,tiny
batch_3_IMG_4941.JPG,bag_wrapper,0.00279,tiny
batch_3_IMG_4941.JPG,straw,0.00232,tiny
batch_3_IMG_4941.JPG,cigarette,6.6e-05,tiny
batch_3_IMG_4948.JPG,bottle,0.005208,tiny
batch_3_IMG_4948.JPG,bottle_cap,0.000116,tiny
batch_3_IMG_4948.JPG,bottle_cap,0.000139,tiny
batch_3_IMG_4948.JPG,bottle_cap,0.000191,tiny
batch_3_IMG_4948.JPG,bottle_cap,0.000248,tiny
batch_3_IMG_4948.JPG,bottle_cap,0.000116,tiny
batch_3_IMG_4948.JPG,bag_wrapper,0.000677,tiny
batch_3_IMG_4948.JPG,cigarette,0.000138,tiny
batch_3_IMG_4980.JPG,cigarette,0.000182,tiny
batch_3_IMG_4998.JPG,can,0.006322,tiny
batch_3_IMG_5002.JPG,carton,0.554259,large
batch_4_000043.JPG,straw,0.032696,small
batch_4_000063.JPG,bag_wrapper,0.007148,tiny
batch_4_000082.JPG,cigarette,9.8e-05,tiny
batch_4_000093.JPG,bag_wrapper,0.012311,small
batch_4_000093.JPG,cigarette,0.00024,tiny
batch_4_000097.JPG,bag_wrapper,0.00496,tiny
batch_5_000004.JPG,can,0.040712,small
batch_5_000005.JPG,can,0.010602,small
batch_5_000005.JPG,bottle_cap,0.000777,tiny
batch_5_000005.JPG,bottle,0.026324,small
batch_5_000007.JPG,can,0.0091,tiny
batch_5_000019.JPG,straw,0.008694,tiny
batch_5_000031.JPG,straw,0.004199,tiny
batch_5_000031.JPG,cigarette,0.000325,tiny
batch_5_000031.JPG,cigarette,0.000413,tiny
batch_5_000031.JPG,cigarette,0.000184,tiny
batch_5_000031.JPG,cigarette,0.00012,tiny
batch_5_000046.JPG,can,0.015084,small
batch_5_000082.JPG,bag_wrapper,0.012419,small
batch_5_000101.JPG,bottle,0.024522,small
batch_5_000103.JPG,bag_wrapper,0.000688,tiny
batch_5_000105.JPG,straw,0.000565,tiny
batch_5_000108.JPG,cup,0.004213,tiny
batch_5_000108.JPG,cigarette,0.000207,tiny
batch_5_000112.JPG,bag_wrapper,0.033982,small
batch_5_000116.JPG,carton,0.017276,small
batch_5_000116.JPG,bag_wrapper,0.001197,tiny
batch_5_000120.JPG,bottle,0.003199,tiny
batch_5_000120.JPG,cup,0.014094,small
batch_6_000007.JPG,bag_wrapper,0.177854,medium
batch_6_000013.JPG,bag_wrapper,0.031135,small
batch_6_000014.JPG,bottle,0.008898,tiny
batch_6_000014.JPG,cigarette,7.7e-05,tiny
batch_6_000014.JPG,cigarette,0.000176,tiny
batch_6_000014.JPG,cigarette,0.000345,tiny
batch_6_000014.JPG,cigarette,0.000216,tiny
batch_6_000014.JPG,cigarette,0.000273,tiny
batch_6_000014.JPG,cigarette,0.000446,tiny
batch_6_000038.JPG,bottle,0.003397,tiny
batch_6_000038.JPG,bottle,0.000674,tiny
batch_6_000038.JPG,bag_wrapper,0.002223,tiny
batch_6_000056.JPG,bottle,0.050623,medium
batch_6_000073.JPG,bottle,0.025544,small
batch_6_000077.JPG,bottle,0.002433,tiny
batch_6_000097.JPG,bottle,0.009768,tiny
batch_6_000097.JPG,bottle,0.011443,small
batch_6_000097.JPG,bottle_cap,0.000351,tiny
batch_6_000097.JPG,bottle_cap,0.000242,tiny
batch_6_000097.JPG,bag_wrapper,0.004849,tiny
batch_6_000097.JPG,bag_wrapper,0.00106,tiny
batch_7_000003.JPG,bottle_cap,0.000944,tiny
batch_7_000010.JPG,bottle,0.001815,tiny
batch_7_000010.JPG,bottle_cap,0.000129,tiny
batch_7_000010.JPG,bottle_cap,0.000109,tiny
batch_7_000011.JPG,can,0.00222,tiny
batch_7_000035.JPG,bag_wrapper,0.004149,tiny
batch_7_000035.JPG,cup,0.000673,tiny
batch_7_000035.JPG,cigarette,6e-05,tiny
batch_7_000065.JPG,bag_wrapper,0.006022,tiny
batch_7_000065.JPG,bottle,0.001051,tiny
batch_7_000065.JPG,bottle_cap,6.6e-05,tiny
batch_7_000071.JPG,bag_wrapper,0.002443,tiny
batch_7_000073.JPG,bottle_cap,0.000226,tiny
batch_7_000073.JPG,cigarette,0.000138,tiny
batch_7_000073.JPG,cigarette,0.0001,tiny
batch_7_000073.JPG,cigarette,7.2e-05,tiny
batch_7_000078.JPG,bag_wrapper,0.082981,medium
batch_7_000078.JPG,bag_wrapper,0.055308,medium
batch_7_000078.JPG,bag_wrapper,0.308471,large
batch_7_000078.JPG,bag_wrapper,0.045145,small
batch_7_000078.JPG,bag_wrapper,0.099725,medium
batch_7_000078.JPG,bag_wrapper,0.001431,tiny
batch_7_000078.JPG,bag_wrapper,0.006221,tiny
batch_7_000078.JPG,bag_wrapper,0.023657,small
batch_7_000078.JPG,carton,0.004885,tiny
batch_7_000078.JPG,carton,0.002629,tiny
batch_7_000078.JPG,carton,0.004947,tiny
batch_7_000078.JPG,carton,0.007612,tiny
batch_7_000078.JPG,carton,0.001683,tiny
batch_7_000078.JPG,straw,0.0004,tiny
batch_7_000078.JPG,straw,0.000174,tiny
batch_7_000087.JPG,bottle_cap,0.000248,tiny
batch_7_000087.JPG,bottle_cap,0.000312,tiny
batch_7_000087.JPG,cup,0.004166,tiny
batch_7_000087.JPG,cup,0.006022,tiny
batch_7_000087.JPG,cup,0.00479,tiny
batch_7_000087.JPG,bottle,0.006548,tiny
batch_7_000087.JPG,bag_wrapper,0.011428,small
batch_7_000087.JPG,straw,0.001832,tiny
batch_7_000087.JPG,cigarette,0.000213,tiny
batch_7_000109.JPG,bottle_cap,0.000479,tiny
batch_7_000125.JPG,bottle,0.015822,small
