path,filename,class_name,label_index,width,height,aspect_ratio,bytes,sha256,split
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard118.jpg,cardboard118.jpg,cardboard,0,512,384,1.3333,15835,a6b2370bb703f31cbf1e79ab9ef3e7f716a4579493b058a61fca85e37ae7157e,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard119.jpg,cardboard119.jpg,cardboard,0,512,384,1.3333,26115,9eca298b852c5d86700d995a32ed4b4b0ec29498b090649fb0ca3749658e66dc,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard12.jpg,cardboard12.jpg,cardboard,0,512,384,1.3333,25517,25d47a740100c9ffbc37f5efe9f49113f9edc75208fdeed383b3ee88f1de2167,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard120.jpg,cardboard120.jpg,cardboard,0,512,384,1.3333,26389,ad5db05d8cd20a051b84b0354659e462dfd9709febbc88c9d2d1acac5ff7b3f6,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard121.jpg,cardboard121.jpg,cardboard,0,512,384,1.3333,12179,b73b7ce6a180a0c33e20ae591d0e727e70a4a53b5f07f87350c245a69f0a3d6f,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard123.jpg,cardboard123.jpg,cardboard,0,512,384,1.3333,16097,b07444b5c289f4c8562828a1c3f397d0d3f2fa4a99324273ed9b3f58a1871d3c,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard125.jpg,cardboard125.jpg,cardboard,0,512,384,1.3333,19339,5ec499f5f409e2ef67239f34b4cb719cbd4b693d7a4d41c95a17fdd4198087cb,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard126.jpg,cardboard126.jpg,cardboard,0,512,384,1.3333,21567,0417170e5e24a3210f42957a6b7c058c5985b2e01c11a76384cf4ede41fc6580,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard127.jpg,cardboard127.jpg,cardboard,0,512,384,1.3333,20678,5090e856d0fe490c802ce604fd5d186a4ead5e5b9b4b325ac728850189ac8b36,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard129.jpg,cardboard129.jpg,cardboard,0,512,384,1.3333,16033,c2ae83dc97726813ee11aba8f734474448bafaa3816afb15ebffde35de7980f7,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard130.jpg,cardboard130.jpg,cardboard,0,512,384,1.3333,16636,c03d6ce3de22e4139e2429950d3c993f6924acbe505801e38ba88e34a6b769dd,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard131.jpg,cardboard131.jpg,cardboard,0,512,384,1.3333,13743,24c750b1dc48feec1847b04bd82abab80b66082365cebc9f61960f189f349605,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard134.jpg,cardboard134.jpg,cardboard,0,512,384,1.3333,9825,9720c0ba08fcdf017ceb7b92191f3f6ba6cd05c8cc27b79accc183dfcd8f686d,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard135.jpg,cardboard135.jpg,cardboard,0,512,384,1.3333,20111,3e3a0532e27cab09824cc8de8dbc113e9597367ef0768c765bdad44f4e7869f1,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard136.jpg,cardboard136.jpg,cardboard,0,512,384,1.3333,7797,8bc75c6725f0e9588ba990ed5e5f1bca9da5259eb8e31be0d11ba35afb18412e,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard139.jpg,cardboard139.jpg,cardboard,0,512,384,1.3333,22215,5d9a890325e8be067316639d0a107166c5fa5025a693271941bfe282cc350598,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard14.jpg,cardboard14.jpg,cardboard,0,512,384,1.3333,14657,5cfa131c4b8ea1b8308b279b7f88027cb18d63ab24b36127f216008f9354c953,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard140.jpg,cardboard140.jpg,cardboard,0,512,384,1.3333,17270,5c07ab0e59bbf265410c979526ab9b388b28a5fd5fe93fa7d713ed96954ba7f4,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard144.jpg,cardboard144.jpg,cardboard,0,512,384,1.3333,13601,10ceb0bffebd2fa284a0bd4000dfb9a0ee68af5412279cedcb414300be18161a,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard145.jpg,cardboard145.jpg,cardboard,0,512,384,1.3333,12305,e57e3b344b171c2ff32e3b50985cdfa163f01d81265d11c97ca7c96b8f3a612a,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard148.jpg,cardboard148.jpg,cardboard,0,512,384,1.3333,20117,6df32df3445f1fd3a9d2163bce9cd36982d755abe5c635ed5548a82812e85631,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard149.jpg,cardboard149.jpg,cardboard,0,512,384,1.3333,14320,8bdd9137310a29365d06b152fc545355154bd24b457fea0398e41bd045b1ebf7,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard151.jpg,cardboard151.jpg,cardboard,0,512,384,1.3333,10026,5aa74001d4af60fe4970c591f247b628d481cf7c3444b0ffd1d1585b1a6e5dc5,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard152.jpg,cardboard152.jpg,cardboard,0,512,384,1.3333,9394,b740093eb803b7cb8cfb25cf27d1f30bfa9d38fb67794a20b76e5bf7a1f0b32e,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard153.jpg,cardboard153.jpg,cardboard,0,512,384,1.3333,17492,6e4b49547daf86f258ebc12aa2bbdd574e2d77837cfa36dbca0cfa2891520f14,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard154.jpg,cardboard154.jpg,cardboard,0,512,384,1.3333,14856,dbfe72d71c02bb7b8656a52eaa5da5a722cca50b4c6155bff1027c45c9906a1d,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard155.jpg,cardboard155.jpg,cardboard,0,512,384,1.3333,16767,60d831303691885a30cee326a4a313221bd4c53c3747d6c560cc45fec749feb6,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard156.jpg,cardboard156.jpg,cardboard,0,512,384,1.3333,14682,7b5daf5075ffb94cc6f4e408e780ba39c65c62c4741102d793a098d745fe41c4,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard157.jpg,cardboard157.jpg,cardboard,0,512,384,1.3333,18160,9a6bbee24d5b0385868e0939833e6b9bda7792a169d0cf3cadb66a6fee9429c7,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard158.jpg,cardboard158.jpg,cardboard,0,512,384,1.3333,18936,1696ceb0931601a838034f60f36e90b802e78dc87146b0cca102afe9cc55c4f7,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard159.jpg,cardboard159.jpg,cardboard,0,512,384,1.3333,16325,087c11b5a5003eaabded9748b1ee459baaed56492c02cd1bcdf17587aac01233,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard16.jpg,cardboard16.jpg,cardboard,0,512,384,1.3333,12745,c9a105d6d78b97099ba3eb73cc839756360930b718b1d538474f64bc67d2f164,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard160.jpg,cardboard160.jpg,cardboard,0,512,384,1.3333,16182,14d11e57928a1db1778bc6731d4fab8746cef8224fb13f95ced869e614c8f1e3,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard161.jpg,cardboard161.jpg,cardboard,0,512,384,1.3333,25441,5d2e969d3a067cf79834da828870e513a0e99428c6de513f14586c5d47a297de,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard162.jpg,cardboard162.jpg,cardboard,0,512,384,1.3333,26770,d89184da82f070e7b41f440bf1998dcd79cf20f27de0fd5f48f92d89d71de15d,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard164.jpg,cardboard164.jpg,cardboard,0,512,384,1.3333,14405,446a1f224747b2056f5fe0bf50903519608e559fd1ce7ecad8aaf3ad7077bd97,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard165.jpg,cardboard165.jpg,cardboard,0,512,384,1.3333,20387,2e89f7e3c69e7520d2897fb65ae91e05969fa3e51b16f1eab01d1277edaa6a7d,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard169.jpg,cardboard169.jpg,cardboard,0,512,384,1.3333,12535,a6b0a3670259dd8027b06e87ae292e8eca1c87634d785e8949a42c7d19709f04,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard170.jpg,cardboard170.jpg,cardboard,0,512,384,1.3333,8912,9923220494b8e731421962ea59dd0eb4ff4ba9e0339c85c2fa4c91e61f2634fc,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard172.jpg,cardboard172.jpg,cardboard,0,512,384,1.3333,11712,dc136340244a6e65adf8371c06bf0d9d7adcb086ead81d4b072aceba22d80db0,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard174.jpg,cardboard174.jpg,cardboard,0,512,384,1.3333,16195,c00c0deac6ea17c761be9345f20b4d96f4c6c6c3818d55ce94af252aa4bc611e,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard176.jpg,cardboard176.jpg,cardboard,0,512,384,1.3333,29480,9731e15505d08076b916b3ee126d4f834d151e0a258cc6f2113600a07aec2f8c,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard178.jpg,cardboard178.jpg,cardboard,0,512,384,1.3333,18945,f903e09cdf3ea30285b007f53147a7b891f2277781a74bccc35b36568c892ee5,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard18.jpg,cardboard18.jpg,cardboard,0,512,384,1.3333,22493,c4e683190b4d8634e9c7030e178eef58b07d09ad68c1ecbd9eb55dad02364360,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard180.jpg,cardboard180.jpg,cardboard,0,512,384,1.3333,13946,d0d33e05ddf5a1464af7d3ceed2d30dc161bdd7ac140402020091087c4e6f6d9,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard181.jpg,cardboard181.jpg,cardboard,0,512,384,1.3333,17021,4dead5453ee522cd3bf8dcdb0d1808cddb659dfdd00ec9014b5055f0fec088f0,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard184.jpg,cardboard184.jpg,cardboard,0,512,384,1.3333,14571,d46cb1df29467b1ab46333d2a838225aa1f40af0164c54ba97630df53c926ed9,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard185.jpg,cardboard185.jpg,cardboard,0,512,384,1.3333,13726,65fefbd73dd0f968703ba0c7319e33d8b52cfad221bca536733ceed485675d14,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard186.jpg,cardboard186.jpg,cardboard,0,512,384,1.3333,17305,bab81c8185b5066823d5784139e56e3a91828ecafb0dc1b3c6c0bbd68804c8c1,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard188.jpg,cardboard188.jpg,cardboard,0,512,384,1.3333,14021,294aa55989decf8a64e054f4b880897e11b310007655fee733a6d25c3187bc95,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard189.jpg,cardboard189.jpg,cardboard,0,512,384,1.3333,17985,bcccb2b46dbd0b8027dff07ff120d9a3a27e5ddf8128de027af8f681c7f79211,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard19.jpg,cardboard19.jpg,cardboard,0,512,384,1.3333,19816,7b87232d430de1f8e8b17559075f03b73ee2eb550d6c61544281d57657740034,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard191.jpg,cardboard191.jpg,cardboard,0,512,384,1.3333,24826,2b82e19cb55b982d291c8838f84c7e4d3639013727fc814fe4aa7589f20fadad,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard192.jpg,cardboard192.jpg,cardboard,0,512,384,1.3333,21767,d88df2bceff6f2702c550f6f78e64eb598a9fb961222f83de9ede85fea44fc45,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard193.jpg,cardboard193.jpg,cardboard,0,512,384,1.3333,18642,121f732624ef127b41164313832909f2fb582583f035112c8232bc421e29a5b0,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard194.jpg,cardboard194.jpg,cardboard,0,512,384,1.3333,15248,7273c1134c973d5bf88c0a1b1e5b38098ad224883c866e48d9d45a1f8fd32f58,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard195.jpg,cardboard195.jpg,cardboard,0,512,384,1.3333,21821,02d2fd8bf5530e970dbef1107cee1a731c781a838d61174953a3d171963f5d94,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard196.jpg,cardboard196.jpg,cardboard,0,512,384,1.3333,17546,2e2814038c3594bb3d50fa40a8a4763ad9087a2b53e21c061f51d7cf0a90b78b,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard198.jpg,cardboard198.jpg,cardboard,0,512,384,1.3333,18641,d348d8b5c733bbc3fe31c40bcf57999eedfbfd6aee6184b73d33f1e0d62a3b9c,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard20.jpg,cardboard20.jpg,cardboard,0,512,384,1.3333,23340,836a0b77bcf24950f06b5c69dfe84079f208f12dfcd2aa9b1970b81f3f78e4e2,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard200.jpg,cardboard200.jpg,cardboard,0,512,384,1.3333,16548,235a53570abbad7adcb2901ead6d7385e36c679f1a3aa7bce179a641d4d1a873,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard202.jpg,cardboard202.jpg,cardboard,0,512,384,1.3333,12895,a6d3fd0f1fe12e064594e598ea1ebf4bf2357d3aeb657aff74302b129f003664,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard203.jpg,cardboard203.jpg,cardboard,0,512,384,1.3333,18009,21fca9f2141321b5856dd917ef588b9c60dd431e6435169d6120e4dac61c820d,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard206.jpg,cardboard206.jpg,cardboard,0,512,384,1.3333,18238,b0b9350d49745175d4eb74ee742e7e82258dda7ec25eed333de1911736e6bf67,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard207.jpg,cardboard207.jpg,cardboard,0,512,384,1.3333,13820,0d19e7e6ef97e06bae787b9283eaa8f08df88b9b653e5be0e9ff75720d0239fb,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard209.jpg,cardboard209.jpg,cardboard,0,512,384,1.3333,14415,52b6c183732b04bd232645f5e8685c19280dbc2f0ce9725b156b472924183cb5,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard21.jpg,cardboard21.jpg,cardboard,0,512,384,1.3333,15509,d701faf2b056316b6198b2e5e07030b2308e8474d4cf30e9543728591f2acbda,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard210.jpg,cardboard210.jpg,cardboard,0,512,384,1.3333,13968,4aadc37b0c115185220dd1d207fa5bc3633c93cb09c5fd193b19b3f10e0be0a9,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard211.jpg,cardboard211.jpg,cardboard,0,512,384,1.3333,14698,9aa6cf0e9a86de7a3ce785cda8dcedf23539392a690e37d504afd0504596bf95,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard212.jpg,cardboard212.jpg,cardboard,0,512,384,1.3333,15607,d5faa87e6021912bc14add04f04c9cf6548dc920a750e47680696d8db6de25ed,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard213.jpg,cardboard213.jpg,cardboard,0,512,384,1.3333,12336,b3c979a3f4b7246548b51ee34782dfab7e146a569511f62bca9b11701460c951,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard214.jpg,cardboard214.jpg,cardboard,0,512,384,1.3333,12108,7c74d1ef9a2e93b9cda080c26d33235e3a94864e3fb5bc00e098ab5afe87ca4a,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard215.jpg,cardboard215.jpg,cardboard,0,512,384,1.3333,11948,995196b4035e706dea1737e2c445c9e0964014a94fcc2871b91b4a66aa3b7c71,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard216.jpg,cardboard216.jpg,cardboard,0,512,384,1.3333,8417,ce928b2777c2f4ead19f07cb8e673cff4b9b8f3b7472d2d3a184c6e6d8aaae41,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard217.jpg,cardboard217.jpg,cardboard,0,512,384,1.3333,9654,3f5fba27f5c8a3e46bdbcbccb8e42ff38514e6bd5b6ac3aac96a8d44a05e52ea,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard218.jpg,cardboard218.jpg,cardboard,0,512,384,1.3333,10616,189f3c6c3c086d1c64a557be1206c99c7867c49cb890ac9e3890f8c4b5a64546,train
/Users/marina/MY_PROJECTS/BinSight_iOS_with_tflite/ml/trashnet_classifier/data/raw/dataset-resized/dataset-resized/cardboard/cardboard22.jpg,cardboard22.jpg,cardboard,0,512,384,1.3333,26974,65cb3041bbaf174b8d27b28b3cbfa678325e0d57f51a48742faa97f06a465895,train
