crop_filename,source_image_id,source_image_path,source_split,target_class_id,target_class,original_bbox_norm,original_bbox_px,crop_window_px,crop_size_px,source_size_px,resulting_bbox_norm,original_rel_area,new_rel_area,area_gain,original_bucket,new_bucket,boxes_in_crop
crop_batch_10_000036_000_carton.jpg,batch_10_000036,data/raw/batch_10/000036.jpg,train,4,carton,"0.751096,0.444125,0.103070,0.031750","1276.0,1713.0,188.0,127.0","1182,1589,1558,1964",376x375,1824x4000,"0.499998,0.500000,0.499999,0.338667",0.00327247,0.16933305,51.7,tiny,medium,1
crop_batch_10_000036_009_cigarette.jpg,batch_10_000036,data/raw/batch_10/000036.jpg,train,5,cigarette,"0.814419,0.831125,0.026864,0.003750","1461.0,3317.0,49.0,15.0","1390,3228,1582,3420",192x192,1824x4000,"0.497397,0.502604,0.255208,0.078125",0.00010074,0.01993813,197.9,tiny,small,1
crop_batch_10_000036_003_cigarette.jpg,batch_10_000036,data/raw/batch_10/000036.jpg,train,5,cigarette,"0.753015,0.685125,0.018092,0.009250","1357.0,2722.0,33.0,37.0","1277,2644,1469,2836",192x192,1824x4000,"0.502601,0.502604,0.171874,0.192708",0.00016735,0.03312155,197.9,tiny,small,2
crop_batch_10_000038_000_carton.jpg,batch_10_000038,data/raw/batch_10/000038.jpg,train,4,carton,"0.589364,0.454000,0.158991,0.082500","930.0,1651.0,290.0,330.0","745,1486,1405,2146",660x660,1824x4000,"0.500000,0.500000,0.439393,0.500000",0.01311676,0.21969665,16.7,small,large,1
crop_batch_10_000039_000_bottle_cap.jpg,batch_10_000039,data/raw/batch_10/000039.jpg,train,2,bottle_cap,"0.600864,0.442661,0.069627,0.029250","1032.5,1712.1,127.0,117.0","969,1644,1223,1898",254x254,1824x4000,"0.499905,0.498598,0.499999,0.460630",0.00203659,0.23031432,113.1,tiny,large,1
crop_batch_10_000040_000_bag_wrapper.jpg,batch_10_000040,data/raw/batch_10/000040.jpg,train,0,bag_wrapper,"0.356196,0.413677,0.063750,0.151864","1297.3,616.0,255.0,277.0","1148,478,1702,1032",554x554,4000x1824,"0.499610,0.499182,0.460289,0.500000",0.00968133,0.23014435,23.8,tiny,large,1
crop_batch_10_000041_000_cigarette.jpg,batch_10_000041,data/raw/batch_10/000041.jpg,train,5,cigarette,"0.901316,0.400750,0.016447,0.011000","1629.0,1581.0,30.0,44.0","1548,1507,1740,1699",192x192,1824x4000,"0.500002,0.500000,0.156247,0.229167",0.00018092,0.03580649,197.9,tiny,small,1
crop_batch_10_000041_001_bag_wrapper.jpg,batch_10_000041,data/raw/batch_10/000041.jpg,train,0,bag_wrapper,"0.780702,0.641750,0.199561,0.108500","1242.0,2350.0,364.0,434.0","956,2133,1824,3001",868x868,1824x4000,"0.539171,0.500000,0.419354,0.500000",0.02165237,0.209677,9.7,small,large,1
crop_batch_10_000041_003_bag_wrapper.jpg,batch_10_000041,data/raw/batch_10/000041.jpg,train,0,bag_wrapper,"0.834704,0.470000,0.082785,0.044000","1447.0,1792.0,151.0,176.0","1347,1704,1699,2056",352x352,1824x4000,"0.498580,0.500000,0.428977,0.500000",0.00364254,0.21448841,58.9,tiny,large,2
crop_batch_10_000042_001_bag_wrapper.jpg,batch_10_000042,data/raw/batch_10/000042.jpg,train,0,bag_wrapper,"0.958882,0.673375,0.058114,0.019750","1696.0,2654.0,106.0,79.0","1612,2588,1824,2799",212x211,1824x4000,"0.646230,0.500000,0.500000,0.374408",0.00114775,0.18720368,163.1,tiny,medium,1
crop_batch_10_000042_002_bag_wrapper.jpg,batch_10_000042,data/raw/batch_10/000042.jpg,train,0,bag_wrapper,"0.827851,0.645250,0.065789,0.022500","1450.0,2536.0,120.0,90.0","1390,2461,1630,2701",240x240,1824x4000,"0.500001,0.500000,0.499996,0.375000",0.00148025,0.18749865,126.7,tiny,medium,1
crop_batch_10_000046_000_carton.jpg,batch_10_000046,data/raw/batch_10/000046.jpg,train,4,carton,"0.464090,0.233375,0.105811,0.036750","750.0,860.0,193.0,147.0","654,741,1039,1126",385x385,1824x4000,"0.500000,0.500000,0.501297,0.381818",0.00388855,0.19140423,49.2,tiny,medium,1
crop_batch_10_000047_000_bottle.jpg,batch_10_000047,data/raw/batch_10/000047.jpg,train,1,bottle,"0.448191,0.475500,0.089364,0.036500","736.0,1829.0,163.0,146.0","655,1739,981,2065",326x326,1824x4000,"0.498467,0.500000,0.500000,0.447853",0.00326179,0.22392629,68.7,tiny,large,1
crop_batch_10_000048_001_bag_wrapper.jpg,batch_10_000048,data/raw/batch_10/000048.jpg,train,0,bag_wrapper,"0.733553,0.387125,0.037281,0.024250","1304.0,1500.0,68.0,97.0","1241,1452,1435,1646",194x194,1824x4000,"0.500003,0.497423,0.350518,0.500000",0.00090406,0.17525913,193.9,tiny,medium,1
crop_batch_10_000048_000_bag_wrapper.jpg,batch_10_000048,data/raw/batch_10/000048.jpg,train,0,bag_wrapper,"0.482182,0.404875,0.189145,0.039250","707.0,1541.0,345.0,157.0","534,1274,1225,1965",691x691,1824x4000,"0.500000,0.500000,0.499277,0.227207",0.00742394,0.11343923,15.3,tiny,medium,1
crop_batch_10_000049_000_bag_wrapper.jpg,batch_10_000049,data/raw/batch_10/000049.jpg,train,0,bag_wrapper,"0.546327,0.457875,0.045504,0.020750","955.0,1790.0,83.0,83.0","901,1736,1093,1928",192x192,1824x4000,"0.497398,0.497396,0.432288,0.432292",0.00094421,0.1868745,197.9,tiny,medium,1
crop_batch_10_000050_003_bag_wrapper.jpg,batch_10_000050,data/raw/batch_10/000050.jpg,train,0,bag_wrapper,"0.531875,0.680373,0.012750,0.030702","2102.0,1213.0,51.0,56.0","2032,1145,2224,1337",192x192,4000x1824,"0.497396,0.500002,0.265625,0.291669",0.00039145,0.07747458,197.9,tiny,medium,1
crop_batch_10_000050_002_bag_wrapper.jpg,batch_10_000050,data/raw/batch_10/000050.jpg,train,0,bag_wrapper,"0.381625,0.440241,0.035750,0.093202","1455.0,718.0,143.0,170.0","1356,633,1697,973",341x340,4000x1824,"0.500000,0.499999,0.419355,0.500001",0.00333197,0.20967797,62.9,tiny,large,1
crop_batch_10_000053_000_bag_wrapper.jpg,batch_10_000053,data/raw/batch_10/000053.jpg,train,0,bag_wrapper,"0.206500,0.475877,0.068000,0.166667","690.0,716.0,272.0,304.0","522,564,1130,1172",608x608,4000x1824,"0.500000,0.499999,0.447368,0.500001",0.01133336,0.22368466,19.7,small,large,1
crop_batch_10_000054_000_bag_wrapper.jpg,batch_10_000054,data/raw/batch_10/000054.jpg,train,0,bag_wrapper,"0.632401,0.645875,0.086075,0.023250","1075.0,2537.0,157.0,93.0","996,2426,1311,2741",315x315,1824x4000,"0.499998,0.500000,0.498415,0.295238",0.00200124,0.14715117,73.5,tiny,medium,1
crop_batch_10_000054_001_cigarette.jpg,batch_10_000054,data/raw/batch_10/000054.jpg,train,5,cigarette,"0.186129,0.209125,0.009320,0.006250","331.0,824.0,17.0,25.0","243,740,435,932",192x192,1824x4000,"0.502600,0.502604,0.088540,0.130208",5.825e-05,0.01152865,197.9,tiny,small,1
crop_batch_10_000055_000_bag_wrapper.jpg,batch_10_000055,data/raw/batch_10/000055.jpg,train,0,bag_wrapper,"0.367976,0.612469,0.074000,0.173246","1323.9,959.1,296.0,316.0","1156,801,1788,1433",632x632,4000x1824,"0.499848,0.500227,0.468354,0.500001",0.0128202,0.23417774,18.3,small,large,1
crop_batch_10_000057_000_bag_wrapper.jpg,batch_10_000057,data/raw/batch_10/000057.jpg,train,0,bag_wrapper,"0.623081,0.706958,0.318531,0.127250","846.0,2573.3,581.0,509.0","555,2247,1718,3409",1163x1162,1824x4000,"0.500000,0.499855,0.499571,0.438038",0.04053307,0.21883082,5.4,small,large,1
crop_batch_10_000058_000_bag_wrapper.jpg,batch_10_000058,data/raw/batch_10/000058.jpg,train,0,bag_wrapper,"0.751371,0.490625,0.185307,0.078250","1201.5,1806.0,338.0,313.0","1033,1625,1709,2300",676x675,1824x4000,"0.499261,0.500000,0.500000,0.463704",0.01450027,0.23185183,16.0,small,large,1
crop_batch_10_000062_000_bag_wrapper.jpg,batch_10_000062,data/raw/batch_10/000062.jpg,train,0,bag_wrapper,"0.368625,0.197643,0.053750,0.136513","1367.0,236.0,215.0,249.0","1226,112,1723,610",497x498,4000x1824,"0.500000,0.498998,0.432596,0.499999",0.00733757,0.21629754,29.5,tiny,large,1
crop_batch_10_000062_001_bag_wrapper.jpg,batch_10_000062,data/raw/batch_10/000062.jpg,train,0,bag_wrapper,"0.600375,0.261787,0.057750,0.125548","2286.0,363.0,231.0,229.0","2170,246,2632,708",462x462,4000x1824,"0.501082,0.501081,0.500000,0.495670",0.0072504,0.24783501,34.2,tiny,large,1
crop_batch_10_000063_001_bag_wrapper.jpg,batch_10_000063,data/raw/batch_10/000063.jpg,train,0,bag_wrapper,"0.477250,0.460526,0.068500,0.212719","1772.0,646.0,274.0,388.0","1521,452,2297,1228",776x776,4000x1824,"0.500000,0.499999,0.353093,0.499999",0.01457125,0.17654614,12.1,small,medium,2
crop_batch_10_000063_000_bag_wrapper.jpg,batch_10_000063,data/raw/batch_10/000063.jpg,train,0,bag_wrapper,"0.393625,0.506031,0.100750,0.097588","1373.0,834.0,403.0,178.0","1172,520,1978,1326",806x806,4000x1824,"0.499380,0.500001,0.500000,0.220844",0.00983199,0.11042215,11.2,tiny,medium,2
crop_batch_10_000066_000_bag_wrapper.jpg,batch_10_000066,data/raw/batch_10/000066.jpg,train,0,bag_wrapper,"0.588500,0.471765,0.122500,0.174890","2109.0,701.0,490.0,319.0","1864,370,2844,1350",980x980,4000x1824,"0.500000,0.500510,0.500000,0.325510",0.02142402,0.16275478,7.6,small,medium,1
crop_batch_10_000068_000_bag_wrapper.jpg,batch_10_000068,data/raw/batch_10/000068.jpg,train,0,bag_wrapper,"0.453125,0.408750,0.138706,0.055500","700.0,1524.0,253.0,222.0","574,1382,1079,1888",505x506,1824x4000,"0.500000,0.500000,0.500990,0.438735",0.00769818,0.21980176,28.6,tiny,large,1
crop_batch_10_000073_000_bag_wrapper.jpg,batch_10_000073,data/raw/batch_10/000073.jpg,train,0,bag_wrapper,"0.609375,0.599232,0.062500,0.060307","2312.5,1038.0,250.0,110.0","2188,843,2688,1343",500x500,4000x1824,"0.499000,0.499998,0.500000,0.220000",0.00376919,0.10999997,29.2,tiny,medium,1
crop_batch_10_000075_002_cigarette.jpg,batch_10_000075,data/raw/batch_10/000075.jpg,train,5,cigarette,"0.020011,0.869875,0.038925,0.007750","1.0,3464.0,71.0,31.0","0,3384,192,3576",192x192,1824x4000,"0.190105,0.497396,0.369788,0.161458",0.00030167,0.05970527,197.9,tiny,medium,1
crop_batch_10_000075_000_bottle.jpg,batch_10_000075,data/raw/batch_10/000075.jpg,train,1,bottle,"0.513706,0.422250,0.026316,0.015500","913.0,1658.0,48.0,62.0","841,1593,1033,1785",192x192,1824x4000,"0.499999,0.500000,0.250002,0.322917",0.0004079,0.08072981,197.9,tiny,medium,2
crop_batch_10_000075_001_bottle.jpg,batch_10_000075,data/raw/batch_10/000075.jpg,train,1,bottle,"0.527138,0.424875,0.022478,0.010750","941.0,1678.0,41.0,43.0","865,1604,1057,1796",192x192,1824x4000,"0.502603,0.497396,0.213541,0.223958",0.00024164,0.04782429,197.9,tiny,small,2
crop_batch_10_000076_001_cigarette.jpg,batch_10_000076,data/raw/batch_10/000076.jpg,train,5,cigarette,"0.381031,0.991500,0.026316,0.014500","671.0,3937.0,48.0,58.0","599,3808,791,4000",192x192,1824x4000,"0.500003,0.822917,0.250002,0.302083",0.00038158,0.07552144,197.9,tiny,medium,1
crop_batch_10_000076_000_bag_wrapper.jpg,batch_10_000076,data/raw/batch_10/000076.jpg,train,0,bag_wrapper,"0.788377,0.722625,0.071272,0.023250","1373.0,2844.0,130.0,93.0","1308,2760,1568,3021",260x261,1824x4000,"0.499999,0.500000,0.500000,0.356322",0.00165707,0.17816109,107.5,tiny,medium,1
crop_batch_10_000077_000_cigarette.jpg,batch_10_000077,data/raw/batch_10/000077.jpg,train,5,cigarette,"0.212719,0.154125,0.026316,0.015250","364.0,586.0,48.0,61.0","292,520,484,712",192x192,1824x4000,"0.499997,0.502604,0.250002,0.317708",0.00040132,0.07942772,197.9,tiny,medium,1
crop_batch_10_000077_001_bag_wrapper.jpg,batch_10_000077,data/raw/batch_10/000077.jpg,train,0,bag_wrapper,"0.662829,0.636250,0.128289,0.036000","1092.0,2473.0,234.0,144.0","975,2311,1443,2779",468x468,1824x4000,"0.500000,0.500000,0.499998,0.307692",0.0046184,0.15384559,33.3,tiny,medium,1
crop_batch_10_000081_000_bottle.jpg,batch_10_000081,data/raw/batch_10/000081.jpg,train,1,bottle,"0.494375,0.413651,0.085250,0.089364","1807.0,673.0,341.0,163.0","1636,413,2318,1095",682x682,4000x1824,"0.500733,0.500732,0.500000,0.239003",0.00761828,0.11950142,15.7,tiny,medium,1
crop_batch_10_000081_001_cigarette.jpg,batch_10_000081,data/raw/batch_10/000081.jpg,train,5,cigarette,"0.560500,0.096217,0.011000,0.014803","2220.0,162.0,44.0,27.0","2146,79,2338,271",192x192,4000x1824,"0.500000,0.502603,0.229167,0.140629",0.00016283,0.03222736,197.9,tiny,small,1
crop_batch_10_000081_002_cigarette.jpg,batch_10_000081,data/raw/batch_10/000081.jpg,train,5,cigarette,"0.306125,0.228893,0.011250,0.009320","1202.0,409.0,45.0,17.0","1128,322,1320,514",192x192,4000x1824,"0.502604,0.497400,0.234375,0.088540",0.00010485,0.02075156,197.9,tiny,small,1
crop_batch_10_000088_000_carton.jpg,batch_10_000088,data/raw/batch_10/000088.jpg,train,4,carton,"0.660910,0.437375,0.237390,0.096750","989.0,1556.0,433.0,387.0","773,1317,1638,2182",865x865,1824x4000,"0.500000,0.500000,0.500577,0.447399",0.02296748,0.2239577,9.8,small,large,1
crop_batch_10_000092_000_bag_wrapper.jpg,batch_10_000092,data/raw/batch_10/000092.jpg,train,0,bag_wrapper,"0.614309,0.522375,0.099781,0.023250","1029.5,2043.0,182.0,93.0","938,1907,1303,2272",365x365,1824x4000,"0.499999,0.500000,0.498632,0.254795",0.00231991,0.12704861,54.8,tiny,medium,1
crop_batch_10_000093_003_cigarette.jpg,batch_10_000093,data/raw/batch_10/000093.jpg,train,5,cigarette,"0.766000,0.738213,0.009500,0.019189","3045.0,1329.0,38.0,35.0","2968,1251,3160,1443",192x192,4000x1824,"0.500000,0.497399,0.197917,0.182295",0.0001823,0.03607932,197.9,tiny,small,1
crop_batch_10_000093_000_bottle.jpg,batch_10_000093,data/raw/batch_10/000093.jpg,train,1,bottle,"0.017750,0.791393,0.035500,0.058662","0.0,1390.0,142.0,107.0","0,1302,284,1586",284x284,4000x1824,"0.250000,0.498242,0.500000,0.376759",0.0020825,0.18837938,90.5,tiny,medium,1
crop_batch_10_000093_002_bottle.jpg,batch_10_000093,data/raw/batch_10/000093.jpg,train,1,bottle,"0.664875,0.922423,0.035750,0.152961","2588.0,1543.0,143.0,279.0","2380,1266,2939,1824",559x558,4000x1824,"0.500000,0.746415,0.255814,0.500002",0.00546836,0.12790737,23.4,tiny,medium,1
crop_batch_10_000093_001_bag_wrapper.jpg,batch_10_000093,data/raw/batch_10/000093.jpg,train,0,bag_wrapper,"0.279750,0.782621,0.068000,0.064145","983.0,1369.0,272.0,117.0","847,1156,1391,1700",544x544,4000x1824,"0.500000,0.499082,0.500000,0.215074",0.00436186,0.10753721,24.7,tiny,medium,1
